|            chances | eromapper_idx |        ra |       dec | best_z | best_zerr | best_z_type | lambda | lambda_e | dist (arcmin) | dist (Mpc) | dist (r200) |
|         Abell 3921 |       2509292 | 344.11410 | -64.75104 | 0.0707 |    0.0004 |   cg_spec_z |   10.5 |      3.9 |         47.22 |       5.12 |        2.82 |
|         Abell 3921 |        201183 | 342.31270 | -63.33226 | 0.0934 |    0.0106 |     photo_z |    6.2 |      1.5 |         65.07 |       7.06 |        3.88 |
|         Abell 3921 |       2549376 | 340.81587 | -65.40319 | 0.1162 |    0.0081 |     photo_z |    3.9 |      1.0 |         72.50 |       7.87 |        4.32 |
|         Abell S780 |            14 | 224.85387 | -18.18841 | 0.2352 |    0.0053 |     photo_z |  132.2 |      4.8 |          1.04 |       0.24 |        0.12 |
|         Abell S780 |       3281382 | 224.98942 | -18.21716 | 0.2023 |    0.0068 |     photo_z |    3.3 |      1.1 |          6.93 |       1.61 |        0.77 |
|         Abell S780 |       2568515 | 224.74422 | -18.26328 | 0.2418 |    0.0070 |     photo_z |   12.4 |      2.1 |          8.60 |       2.00 |        0.96 |
|         Abell S780 |           109 | 225.02872 | -18.05703 | 0.2297 |    0.0053 |     photo_z |   44.4 |      4.3 |         11.86 |       2.75 |        1.32 |
|         Abell S780 |       2533323 | 224.87584 | -17.95021 | 0.2590 |    0.0108 |     photo_z |    7.1 |      1.5 |         14.21 |       3.30 |        1.58 |
|         Abell S780 |       3599848 | 225.08435 | -18.34802 | 0.2347 |    0.0086 |     photo_z |    4.2 |      1.1 |         15.48 |       3.59 |        1.72 |
|         Abell S780 |        291004 | 224.57257 | -18.22721 | 0.2130 |    0.0054 |     photo_z |   18.4 |      2.1 |         17.24 |       4.00 |        1.91 |
|         Abell S780 |       1766460 | 224.76359 | -18.49642 | 0.2165 |    0.0094 |     photo_z |    4.4 |      1.1 |         19.57 |       4.54 |        2.17 |
|         Abell S780 |           120 | 225.20835 | -18.25644 | 0.2311 |    0.0053 |     photo_z |   74.8 |      5.1 |         19.61 |       4.55 |        2.18 |
|         Abell S780 |        312715 | 224.55164 | -18.03277 | 0.2393 |    0.0094 |     photo_z |    3.2 |      0.7 |         20.48 |       4.75 |        2.27 |
|         Abell S780 |       1416665 | 225.24431 | -18.20919 | 0.1980 |    0.0052 |     photo_z |    6.4 |      0.5 |         21.26 |       4.93 |        2.36 |
|         Abell S780 |       2379740 | 225.21427 | -18.35302 | 0.2155 |    0.0063 |     photo_z |   10.1 |      3.8 |         21.89 |       5.08 |        2.43 |
|         Abell S780 |       2750865 | 225.02565 | -18.53456 | 0.2383 |    0.0084 |     photo_z |    8.3 |      1.7 |         22.61 |       5.25 |        2.51 |
|         Abell S780 |        738385 | 224.72569 | -17.83473 | 0.2644 |    0.0134 |     photo_z |    4.4 |      1.5 |         22.73 |       5.27 |        2.52 |
|         Abell S780 |       2702512 | 225.22321 | -18.40698 | 0.2461 |    0.0077 |     photo_z |   11.6 |      2.6 |         23.96 |       5.56 |        2.66 |
|         Abell S780 |        307531 | 225.30274 | -18.00022 | 0.2360 |    0.0078 |     photo_z |   10.5 |      2.4 |         27.00 |       6.26 |        3.00 |
|         Abell S780 |       2921896 | 224.88968 | -18.63822 | 0.2276 |    0.0081 |     photo_z |    6.5 |      1.4 |         27.09 |       6.28 |        3.01 |
|         Abell S780 |       1831386 | 225.37485 | -18.27766 | 0.2100 |    0.0069 |     photo_z |    6.5 |      1.2 |         29.16 |       6.76 |        3.24 |
|         Abell S780 |       2944158 | 225.38600 | -18.17856 | 0.2111 |    0.0079 |     photo_z |    3.1 |      1.1 |         29.30 |       6.80 |        3.25 |
|         Abell S780 |       3106147 | 224.53032 | -18.57746 | 0.2724 |    0.0158 |     photo_z |    3.7 |      0.7 |         30.46 |       7.06 |        3.38 |
|         Abell S780 |         37402 | 224.50840 | -17.79108 | 0.2444 |    0.0065 |     photo_z |   25.1 |      3.1 |         31.54 |       7.32 |        3.50 |
|         Abell S780 |       1518587 | 225.39630 | -18.36856 | 0.2456 |    0.0095 |     photo_z |    5.6 |      1.2 |         31.79 |       7.37 |        3.53 |
|         Abell S780 |       1252779 | 224.41261 | -17.84595 | 0.2027 |    0.0076 |     photo_z |    3.5 |      1.3 |         33.26 |       7.71 |        3.69 |
|         Abell S780 |       2229698 | 224.76228 | -18.73807 | 0.2404 |    0.0093 |     photo_z |    5.7 |      0.9 |         33.65 |       7.81 |        3.73 |
|         Abell S780 |       1730764 | 224.94376 | -18.75710 | 0.2266 |    0.0072 |     photo_z |    7.5 |      1.0 |         34.45 |       7.99 |        3.82 |
|         Abell S780 |       1998437 | 224.26945 | -18.29443 | 0.2377 |    0.0085 |     photo_z |    6.5 |      1.5 |         34.94 |       8.10 |        3.88 |
|         Abell S780 |          5267 | 224.32746 | -17.86265 | 0.2394 |    0.0060 |     photo_z |   29.4 |      2.4 |         36.66 |       8.50 |        4.07 |
|         Abell S780 |       1541642 | 225.42540 | -17.86563 | 0.2443 |    0.0090 |     photo_z |    3.9 |      1.8 |         36.99 |       8.58 |        4.11 |
|         Abell S780 |        535600 | 224.91773 | -17.56412 | 0.2355 |    0.0083 |     photo_z |    4.0 |      0.9 |         37.46 |       8.69 |        4.16 |
|         Abell S780 |        211311 | 224.39745 | -18.65312 | 0.1989 |    0.0069 |     photo_z |    5.5 |      1.4 |         38.89 |       9.02 |        4.32 |
|         Abell S780 |        205878 | 225.41945 | -17.78510 | 0.2382 |    0.0090 |     photo_z |    4.8 |      1.1 |         39.46 |       9.15 |        4.38 |
|         Abell S780 |       1850956 | 225.57280 | -18.06305 | 0.2229 |    0.0078 |     photo_z |    3.2 |      0.9 |         40.64 |       9.43 |        4.51 |
|         Abell S780 |       2781673 | 225.53535 | -17.93687 | 0.2278 |    0.0062 |     photo_z |    9.3 |      1.9 |         40.70 |       9.44 |        4.52 |
|         Abell S780 |         26906 | 225.26064 | -18.77012 | 0.2173 |    0.0002 |   cg_spec_z |   20.6 |      3.1 |         41.39 |       9.60 |        4.59 |
|         Abell S780 |       3341217 | 224.64865 | -18.84357 | 0.2223 |    0.0071 |     photo_z |    6.8 |      1.6 |         41.39 |       9.60 |        4.59 |
|         Abell S780 |       3264514 | 225.16423 | -18.83960 | 0.2173 |    0.0056 |     photo_z |   21.0 |      1.9 |         42.54 |       9.87 |        4.72 |
|         Abell S780 |       2958744 | 224.16680 | -17.85741 | 0.2279 |    0.0090 |     photo_z |    4.2 |      0.8 |         44.84 |      10.40 |        4.98 |
|             Bullet |            15 | 104.56640 | -55.94335 | 0.2971 |    0.0012 | spec_z_boot |  213.8 |      8.3 |          2.12 |       0.58 |        0.27 |
|             Bullet |       3201550 | 104.60335 | -55.82257 | 0.2878 |    0.0144 |     photo_z |    5.7 |      2.1 |          7.52 |       2.05 |        0.96 |
|             Bullet |       3077369 | 104.37268 | -55.92192 | 0.2916 |    0.0156 |     photo_z |    4.3 |      2.0 |          8.75 |       2.39 |        1.12 |
|             Bullet |       2077158 | 104.55181 | -56.10637 | 0.2997 |    0.0079 |     photo_z |   28.5 |      4.1 |          9.91 |       2.71 |        1.27 |
|             Bullet |       1515642 | 104.46451 | -55.80842 | 0.2924 |    0.0179 |     photo_z |    4.9 |      1.5 |          9.99 |       2.73 |        1.28 |
|             Bullet |       2991512 | 104.92804 | -55.95034 | 0.3364 |    0.0211 |     photo_z |    3.8 |      1.0 |         10.04 |       2.74 |        1.28 |
|             Bullet |         25172 | 104.75040 | -56.15578 | 0.2932 |    0.0093 |     photo_z |   17.4 |      3.0 |         13.17 |       3.60 |        1.68 |
|             Bullet |       3369970 | 104.31853 | -56.15777 | 0.3097 |    0.0159 |     photo_z |    5.5 |      2.5 |         16.38 |       4.48 |        2.09 |
|             Bullet |       3423328 | 104.13812 | -55.97620 | 0.2591 |    0.0094 |     photo_z |   11.6 |      2.0 |         16.58 |       4.53 |        2.12 |
|             Bullet |       3359219 | 104.18257 | -56.07647 | 0.2736 |    0.0134 |     photo_z |    4.9 |      1.5 |         16.87 |       4.61 |        2.16 |
|             Bullet |       2382154 | 104.98558 | -56.15265 | 0.3239 |    0.0121 |     photo_z |   10.0 |      2.6 |         17.17 |       4.69 |        2.19 |
|             Bullet |         25087 | 104.11936 | -55.85682 | 0.3147 |    0.0118 |     photo_z |    5.6 |      3.6 |         17.98 |       4.91 |        2.30 |
|             Bullet |        338356 | 104.12672 | -55.78830 | 0.3360 |    0.0114 |     photo_z |   16.0 |      2.9 |         19.41 |       5.31 |        2.48 |
|             Bullet |       3387249 | 104.66155 | -56.27304 | 0.2828 |    0.0192 |     photo_z |    4.5 |      1.3 |         19.59 |       5.35 |        2.50 |
|             Bullet |        893969 | 105.13437 | -56.16793 | 0.3287 |    0.0182 |     photo_z |    4.3 |      1.3 |         21.50 |       5.88 |        2.75 |
|             Bullet |       2340144 | 103.98966 | -55.89943 | 0.2774 |    0.0131 |     photo_z |    6.4 |      1.7 |         21.69 |       5.93 |        2.77 |
|             Bullet |       2000869 | 104.26517 | -55.56757 | 0.3337 |    0.0110 |     photo_z |   14.8 |      2.1 |         25.87 |       7.07 |        3.30 |
|             Bullet |       2878022 | 104.77099 | -56.37484 | 0.3138 |    0.0121 |     photo_z |    9.5 |      2.5 |         26.10 |       7.13 |        3.33 |
|             Bullet |       1016967 | 103.82785 | -55.86405 | 0.2707 |    0.0088 |     photo_z |   16.7 |      2.9 |         27.41 |       7.49 |        3.50 |
|             Bullet |           337 | 103.92246 | -55.69811 | 0.2832 |    0.0062 |     photo_z |   68.7 |      3.0 |         28.11 |       7.68 |        3.59 |
|             Bullet |       2668305 | 105.08520 | -56.34360 | 0.2910 |    0.0152 |     photo_z |    6.8 |      1.3 |         28.26 |       7.72 |        3.61 |
|             Bullet |       1848470 | 104.05834 | -55.58055 | 0.3393 |    0.0099 |     photo_z |   22.1 |      4.2 |         29.24 |       7.99 |        3.73 |
|             Bullet |       3047686 | 105.45564 | -55.78968 | 0.2789 |    0.0162 |     photo_z |    7.1 |      1.4 |         29.38 |       8.03 |        3.75 |
|             Bullet |       3271212 | 103.90533 | -56.30034 | 0.2683 |    0.0146 |     photo_z |    3.9 |      1.0 |         32.18 |       8.79 |        4.11 |
|             Bullet |       2967457 | 105.20183 | -56.45152 | 0.3089 |    0.0166 |     photo_z |    6.6 |      2.7 |         35.80 |       9.78 |        4.57 |
|             Bullet |       2830575 | 104.11634 | -56.48440 | 0.2571 |    0.0136 |     photo_z |    4.4 |      1.1 |         36.50 |       9.98 |        4.66 |
|             Bullet |       3237431 | 105.67840 | -56.12665 | 0.2771 |    0.0173 |     photo_z |    4.5 |      1.2 |         36.78 |      10.05 |        4.70 |
|             Bullet |       1034075 | 103.53334 | -55.89826 | 0.3129 |    0.0182 |     photo_z |    4.0 |      2.1 |         36.96 |      10.10 |        4.72 |
|             Bullet |       2357645 | 103.76378 | -55.54961 | 0.3131 |    0.0150 |     photo_z |    6.9 |      2.1 |         37.72 |      10.31 |        4.82 |
|  MACS J0329.7-0211 |         34445 |  52.41229 |  -2.17755 | 0.4497 |    0.0019 | spec_z_boot |  143.0 |      5.2 |          1.28 |       0.45 |        0.27 |
|  MACS J0329.7-0211 |           144 |  52.44011 |  -2.22152 | 0.4515 |    0.0023 | spec_z_boot |    3.4 |      1.8 |          1.85 |       0.66 |        0.39 |
|  MACS J0329.7-0211 |        706035 |  52.30868 |  -2.25831 | 0.4172 |    0.0155 |     photo_z |    8.6 |      1.6 |          7.80 |       2.78 |        1.63 |
|  MACS J0329.7-0211 |       3065796 |  52.42689 |  -2.33311 | 0.4658 |    0.0091 |     photo_z |   29.7 |      3.2 |          8.23 |       2.93 |        1.72 |
|  MACS J0329.7-0211 |        644209 |  52.54138 |  -2.26951 | 0.4612 |    0.0122 |     photo_z |    4.7 |      1.4 |          8.36 |       2.97 |        1.75 |
|  MACS J0329.7-0211 |       1378648 |  52.28846 |  -2.34121 | 0.4228 |    0.0358 |     photo_z |    3.9 |      1.1 |         11.87 |       4.22 |        2.48 |
|  MACS J0329.7-0211 |       1847887 |  52.59196 |  -2.07724 | 0.4731 |    0.0167 |     photo_z |    4.2 |      1.2 |         12.39 |       4.41 |        2.59 |
|  MACS J0329.7-0211 |       1720515 |  52.38716 |  -2.43485 | 0.4516 |    0.0123 |     photo_z |    8.8 |      2.7 |         14.49 |       5.15 |        3.03 |
|  MACS J0329.7-0211 |       3288951 |  52.20854 |  -2.06821 | 0.4364 |    0.0179 |     photo_z |    4.2 |      1.1 |         14.97 |       5.32 |        3.13 |
|  MACS J0329.7-0211 |        495065 |  52.38088 |  -1.93859 | 0.4760 |    0.0131 |     photo_z |    3.2 |      1.0 |         15.65 |       5.57 |        3.27 |
|  MACS J0329.7-0211 |       3121290 |  52.28908 |  -2.44586 | 0.4589 |    0.0114 |     photo_z |    7.5 |      1.5 |         17.00 |       6.05 |        3.56 |
|  MACS J0329.7-0211 |       3397108 |  52.47579 |  -2.48699 | 0.4160 |    0.0184 |     photo_z |    4.8 |      1.5 |         17.74 |       6.31 |        3.71 |
|  MACS J0329.7-0211 |       2495563 |  52.50906 |  -2.48694 | 0.4728 |    0.0113 |     photo_z |    7.4 |      1.7 |         18.20 |       6.47 |        3.81 |
|  MACS J0329.7-0211 |          2750 |  52.69505 |  -2.05422 | 0.4611 |    0.0090 |     photo_z |   52.7 |      3.2 |         18.40 |       6.54 |        3.85 |
|  MACS J0329.7-0211 |       3380765 |  52.47976 |  -2.50772 | 0.4974 |    0.0110 |     photo_z |    4.2 |      1.5 |         19.01 |       6.76 |        3.98 |
|  MACS J0329.7-0211 |       2766948 |  52.10999 |  -2.26325 | 0.4884 |    0.0130 |     photo_z |    4.4 |      1.2 |         19.19 |       6.82 |        4.01 |
|  MACS J0329.7-0211 |       2163364 |  52.59423 |  -2.46674 | 0.4605 |    0.0139 |     photo_z |    4.1 |      1.3 |         19.22 |       6.84 |        4.02 |
|  MACS J0329.7-0211 |       2796435 |  52.18894 |  -2.46908 | 0.4711 |    0.0114 |     photo_z |    7.1 |      1.5 |         21.57 |       7.67 |        4.51 |
|  MACS J0329.7-0211 |       2188255 |  52.10747 |  -2.00183 | 0.4392 |    0.0161 |     photo_z |    5.0 |      1.5 |         22.21 |       7.90 |        4.65 |
|  MACS J0329.7-0211 |        480333 |  52.63599 |  -2.50198 | 0.4042 |    0.0288 |     photo_z |    6.1 |      1.4 |         22.37 |       7.95 |        4.68 |
|  MACS J0329.7-0211 |        315908 |  52.32430 |  -2.56178 | 0.4842 |    0.0094 |     photo_z |   22.3 |      3.4 |         22.73 |       8.08 |        4.76 |
|  MACS J0329.7-0211 |       1199452 |  52.59906 |  -1.84933 | 0.4500 |    0.0130 |     photo_z |    3.3 |      1.1 |         23.33 |       8.30 |        4.88 |
|  MACS J0416.1-2403 |           190 |  64.03816 | -24.06750 | 0.3993 |    0.0005 | spec_z_boot |   90.9 |      7.8 |          0.17 |       0.06 |        0.03 |
|  MACS J0416.1-2403 |         67215 |  64.07807 | -24.05232 | 0.3988 |    0.0009 | spec_z_boot |   43.2 |     11.0 |          2.20 |       0.73 |        0.39 |
|  MACS J0416.1-2403 |       2639629 |  63.95914 | -24.11135 | 0.3970 |    0.0009 | spec_z_boot |   18.2 |      2.9 |          5.24 |       1.73 |        0.93 |
|  MACS J0416.1-2403 |       3411652 |  64.08324 | -24.23000 | 0.3890 |    0.0006 | spec_z_boot |    6.0 |      1.4 |         10.11 |       3.35 |        1.79 |
|  MACS J0416.1-2403 |       2730681 |  64.20501 | -23.96746 | 0.3752 |    0.0447 | spec_z_boot |    5.3 |      1.9 |         10.77 |       3.56 |        1.91 |
|  MACS J0416.1-2403 |       1143016 |  64.23490 | -23.87156 | 0.3690 |    0.0167 |     photo_z |    6.3 |      1.4 |         15.79 |       5.23 |        2.79 |
|  MACS J0416.1-2403 |       2990847 |  64.08319 | -23.80567 | 0.3985 |    0.0175 |     photo_z |    4.7 |      1.4 |         15.79 |       5.23 |        2.80 |
|  MACS J0416.1-2403 |       2189641 |  64.27103 | -24.26930 | 0.4397 |    0.0129 |     photo_z |    5.7 |      1.7 |         17.54 |       5.80 |        3.10 |
|  MACS J0416.1-2403 |        616091 |  63.68033 | -24.12735 | 0.4155 |    0.0258 |     photo_z |    4.6 |      1.8 |         20.09 |       6.65 |        3.55 |
|  MACS J0416.1-2403 |       3344119 |  63.60546 | -23.98377 | 0.4180 |    0.0099 |     photo_z |   19.7 |      2.5 |         24.36 |       8.06 |        4.31 |
|  MACS J0416.1-2403 |       2441663 |  64.03174 | -24.48013 | 0.3602 |    0.0213 |     photo_z |    7.5 |      5.0 |         24.85 |       8.23 |        4.40 |
|  MACS J0416.1-2403 |       2824539 |  64.49720 | -24.09970 | 0.3809 |    0.0180 |     photo_z |    3.3 |      1.2 |         25.08 |       8.30 |        4.44 |
|  MACS J0416.1-2403 |        130986 |  63.58322 | -24.14781 | 0.3872 |    0.0152 |     photo_z |    3.5 |      1.6 |         25.54 |       8.45 |        4.52 |
|  MACS J0553.4-3342 |         80527 |  88.39044 | -33.72042 | 0.4270 |    0.0010 | spec_z_boot |   87.3 |      9.6 |          1.41 |       0.49 |        0.21 |
|  MACS J0553.4-3342 |           131 |  88.31316 | -33.70345 | 0.4278 |    0.0013 | spec_z_boot |   18.0 |     12.7 |          2.58 |       0.89 |        0.38 |
|  MACS J0553.4-3342 |       3156056 |  88.45874 | -33.72476 | 0.4263 |    0.0002 | spec_z_boot |   19.2 |      3.1 |          4.82 |       1.67 |        0.71 |
|  MACS J0553.4-3342 |       2427254 |  88.16852 | -33.72777 | 0.4556 |    0.0125 |     photo_z |    6.4 |      2.2 |          9.73 |       3.37 |        1.44 |
|  MACS J0553.4-3342 |        729136 |  88.43376 | -33.87101 | 0.4613 |    0.0122 |     photo_z |    6.0 |      1.3 |         10.00 |       3.47 |        1.48 |
|  MACS J0553.4-3342 |       3530295 |  88.51566 | -33.86746 | 0.3838 |    0.0181 |     photo_z |    5.4 |      2.0 |         11.90 |       4.13 |        1.76 |
|  MACS J0553.4-3342 |        332456 |  88.63610 | -33.63146 | 0.4642 |    0.0112 |     photo_z |    7.2 |      3.4 |         14.53 |       5.04 |        2.15 |
|  MACS J0553.4-3342 |       2464696 |  88.05689 | -33.77342 | 0.3855 |    0.0181 |     photo_z |    6.4 |      1.7 |         15.67 |       5.43 |        2.32 |
|  MACS J0553.4-3342 |       2090683 |  88.67731 | -33.75798 | 0.4237 |    0.0137 |     photo_z |   12.5 |      2.8 |         15.90 |       5.51 |        2.36 |
|  MACS J0553.4-3342 |       2435819 |  88.57197 | -33.96953 | 0.4419 |    0.0136 |     photo_z |    4.2 |      1.7 |         18.49 |       6.41 |        2.74 |
|  MACS J0553.4-3342 |        835108 |  88.78537 | -33.80721 | 0.4762 |    0.0121 |     photo_z |    6.4 |      1.6 |         21.79 |       7.55 |        3.23 |
|  MACS J0553.4-3342 |       3360525 |  88.75589 | -33.87616 | 0.4739 |    0.0127 |     photo_z |    4.5 |      1.8 |         21.85 |       7.57 |        3.24 |
|  MACS J0553.4-3342 |       2548463 |  87.91760 | -33.76856 | 0.4630 |    0.0127 |     photo_z |    4.3 |      1.4 |         22.45 |       7.78 |        3.33 |
|  MACS J0553.4-3342 |        377440 |  87.90235 | -33.80922 | 0.3974 |    0.0179 |     photo_z |    8.4 |      1.5 |         23.66 |       8.20 |        3.51 |
|  MACS J0553.4-3342 |       1002466 |  88.91258 | -33.66697 | 0.4565 |    0.0153 |     photo_z |    3.7 |      1.3 |         27.59 |       9.57 |        4.09 |
|  MACS J0553.4-3342 |        453659 |  87.81179 | -33.76388 | 0.4407 |    0.0129 |     photo_z |    3.8 |      1.1 |         27.65 |       9.59 |        4.10 |
|  MACS J0553.4-3342 |       2783172 |  87.76939 | -33.83849 | 0.4452 |    0.0127 |     photo_z |    5.7 |      2.0 |         30.51 |      10.58 |        4.52 |
|  MACS J0553.4-3342 |       2345811 |  88.93610 | -33.91967 | 0.4534 |    0.0099 |     photo_z |   15.7 |      2.8 |         31.10 |      10.78 |        4.61 |
|  MACS J0553.4-3342 |       3077229 |  87.97969 | -34.15019 | 0.3958 |    0.0199 |     photo_z |    4.2 |      1.0 |         32.34 |      11.21 |        4.79 |
|  MACS J0553.4-3342 |       3005610 |  88.93841 | -33.44645 | 0.4508 |    0.0118 |     photo_z |    7.4 |      1.5 |         32.97 |      11.43 |        4.88 |
|  MACS J1206.2-0847 |       1724361 | 181.52346 |  -8.84200 | 0.4398 |    0.0009 | spec_z_boot |  122.9 |      5.6 |          3.00 |       1.06 |        0.48 |
|  MACS J1206.2-0847 |         88041 | 181.49338 |  -8.76604 | 0.4052 |    0.0104 |     photo_z |   19.1 |      3.3 |          3.97 |       1.40 |        0.64 |
|  MACS J1206.2-0847 |         11673 | 181.63645 |  -8.78543 | 0.4166 |    0.0100 |     photo_z |   27.3 |      3.1 |          5.15 |       1.81 |        0.83 |
|  MACS J1206.2-0847 |        103518 | 181.64652 |  -8.84044 | 0.4299 |    0.0117 |     photo_z |    4.1 |      1.7 |          6.17 |       2.17 |        0.99 |
|  MACS J1206.2-0847 |       2436504 | 181.69404 |  -8.85214 | 0.4660 |    0.0131 |     photo_z |    3.3 |      1.4 |          9.05 |       3.19 |        1.45 |
|  MACS J1206.2-0847 |       3031807 | 181.71968 |  -8.77704 | 0.4176 |    0.0186 |     photo_z |    6.0 |      2.0 |         10.11 |       3.56 |        1.62 |
|  MACS J1206.2-0847 |        875847 | 181.47630 |  -8.64450 | 0.4364 |    0.0230 |     photo_z |    3.6 |      1.2 |         10.32 |       3.64 |        1.66 |
|  MACS J1206.2-0847 |       1930282 | 181.61382 |  -8.63056 | 0.4344 |    0.0161 |     photo_z |    3.0 |      1.1 |         10.83 |       3.81 |        1.74 |
|  MACS J1206.2-0847 |       3306915 | 181.71879 |  -8.91165 | 0.4553 |    0.0121 |     photo_z |    9.8 |      2.0 |         12.00 |       4.23 |        1.93 |
|  MACS J1206.2-0847 |       2134461 | 181.71820 |  -8.67383 | 0.4625 |    0.0117 |     photo_z |    9.4 |      3.0 |         12.48 |       4.40 |        2.01 |
|  MACS J1206.2-0847 |       1754986 | 181.69110 |  -8.60793 | 0.4597 |    0.0135 |     photo_z |    5.4 |      3.0 |         14.21 |       5.00 |        2.29 |
|  MACS J1206.2-0847 |       1621923 | 181.35207 |  -8.94156 | 0.4677 |    0.0156 |     photo_z |    3.3 |      1.2 |         14.53 |       5.11 |        2.34 |
|  MACS J1206.2-0847 |       2150371 | 181.65681 |  -8.55648 | 0.4517 |    0.0101 |     photo_z |   18.8 |      2.7 |         15.91 |       5.60 |        2.56 |
|  MACS J1206.2-0847 |       2542240 | 181.62698 |  -9.05816 | 0.4563 |    0.0163 |     photo_z |    4.1 |      1.2 |         16.13 |       5.68 |        2.59 |
|  MACS J1206.2-0847 |        690951 | 181.47381 |  -8.53363 | 0.4429 |    0.0128 |     photo_z |    4.3 |      1.6 |         16.62 |       5.85 |        2.67 |
|  MACS J1206.2-0847 |       3178052 | 181.81357 |  -8.64381 | 0.4308 |    0.0193 |     photo_z |    4.1 |      1.1 |         18.18 |       6.40 |        2.92 |
|  MACS J1206.2-0847 |        955088 | 181.86604 |  -8.83147 | 0.4691 |    0.0148 |     photo_z |    3.8 |      1.1 |         18.78 |       6.61 |        3.02 |
|  MACS J1206.2-0847 |        364246 | 181.75505 |  -8.55266 | 0.4399 |    0.0167 |     photo_z |    5.3 |      1.4 |         19.16 |       6.74 |        3.08 |
|  MACS J1206.2-0847 |        140613 | 181.48923 |  -8.48387 | 0.4167 |    0.0203 |     photo_z |    9.1 |      2.6 |         19.32 |       6.80 |        3.11 |
|  MACS J1206.2-0847 |       1321352 | 181.51229 |  -8.46665 | 0.4879 |    0.0114 |     photo_z |    5.4 |      4.0 |         20.13 |       7.09 |        3.24 |
|  MACS J1206.2-0847 |        854962 | 181.84983 |  -8.97459 | 0.4734 |    0.0155 |     photo_z |    3.2 |      1.2 |         20.59 |       7.25 |        3.31 |
|  MACS J1206.2-0847 |       1365979 | 181.68408 |  -8.46993 | 0.4512 |    0.0111 |     photo_z |   10.6 |      2.3 |         21.32 |       7.51 |        3.43 |
|  MACS J1206.2-0847 |        137015 | 181.73375 |  -8.48810 | 0.4375 |    0.0169 |     photo_z |    3.6 |      1.4 |         21.63 |       7.62 |        3.48 |
|  MACS J1206.2-0847 |       2962819 | 181.91114 |  -8.73749 | 0.4429 |    0.0129 |     photo_z |    8.6 |      1.4 |         21.69 |       7.64 |        3.49 |
|  MACS J1206.2-0847 |       1663138 | 181.94084 |  -8.85353 | 0.4396 |    0.0144 |     photo_z |   12.3 |      4.2 |         23.34 |       8.22 |        3.75 |
|  MACS J1206.2-0847 |        907691 | 181.38595 |  -8.44544 | 0.4446 |    0.0154 |     photo_z |    3.5 |      1.4 |         23.41 |       8.24 |        3.76 |
|  MACS J1206.2-0847 |        211894 | 181.64933 |  -8.42189 | 0.4285 |    0.0130 |     photo_z |    8.9 |      1.8 |         23.43 |       8.25 |        3.77 |
|  MACS J1206.2-0847 |       1062717 | 181.43195 |  -8.37646 | 0.4452 |    0.0155 |     photo_z |    7.5 |      3.3 |         26.37 |       9.29 |        4.24 |
|  MACS J1206.2-0847 |        515272 | 181.14018 |  -8.60589 | 0.4346 |    0.0113 |     photo_z |   28.6 |      7.5 |         27.00 |       9.51 |        4.34 |
|  MACS J1206.2-0847 |       2205599 | 181.34264 |  -8.38431 | 0.4523 |    0.0108 |     photo_z |   11.2 |      2.0 |         27.83 |       9.80 |        4.47 |
|  MACS J1206.2-0847 |       2878846 | 181.09573 |  -8.65298 | 0.4521 |    0.0150 |     photo_z |    7.0 |      4.8 |         28.39 |      10.00 |        4.57 |
|  MACS J1206.2-0847 |       3348863 | 181.56543 |  -8.32133 | 0.4129 |    0.0151 |     photo_z |   10.1 |      2.1 |         28.73 |      10.12 |        4.62 |
|  MACS J1206.2-0847 |        765531 | 182.00161 |  -8.97791 | 0.4603 |    0.0135 |     photo_z |    6.8 |      1.3 |         28.78 |      10.13 |        4.63 |
|  MACS J1206.2-0847 |        854451 | 182.02013 |  -8.64546 | 0.3977 |    0.0204 |     photo_z |    3.1 |      1.2 |         29.34 |      10.33 |        4.72 |
|  MACS J1206.2-0847 |        918600 | 181.41605 |  -8.31229 | 0.4836 |    0.0125 |     photo_z |    5.3 |      1.4 |         30.34 |      10.68 |        4.88 |
|  MACS J1206.2-0847 |        592123 | 181.27079 |  -8.37587 | 0.4285 |    0.0151 |     photo_z |    8.9 |      2.1 |         30.39 |      10.70 |        4.89 |
|  MACS J1206.2-0847 |       1144983 | 181.45994 |  -8.29924 | 0.4424 |    0.0150 |     photo_z |    3.8 |      1.1 |         30.53 |      10.75 |        4.91 |
| PSZ2 G205.93-39.64 |           472 |  64.38101 | -11.88961 | 0.4266 |    0.0085 |     photo_z |  144.5 |      8.8 |          1.51 |       0.53 |        0.20 |
| PSZ2 G205.93-39.64 |            95 |  64.40125 | -11.94168 | 0.4226 |    0.0107 |     photo_z |    3.7 |      1.9 |          2.75 |       0.97 |        0.37 |
| PSZ2 G205.93-39.64 |        388402 |  64.35645 | -11.77563 | 0.4172 |    0.0193 |     photo_z |    4.2 |      1.6 |          7.78 |       2.75 |        1.05 |
| PSZ2 G205.93-39.64 |       1877297 |  64.44493 | -12.02530 | 0.4230 |    0.0136 |     photo_z |   11.8 |      2.7 |          8.09 |       2.86 |        1.10 |
| PSZ2 G205.93-39.64 |       2705462 |  64.28821 | -11.98211 | 0.4736 |    0.0124 |     photo_z |    7.1 |      2.0 |          8.62 |       3.05 |        1.17 |
| PSZ2 G205.93-39.64 |       1131288 |  64.26534 | -11.84568 | 0.4405 |    0.0155 |     photo_z |    3.5 |      1.4 |          8.78 |       3.11 |        1.19 |
