|               name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |                    CHANCES |       Abell |  CODEX |             ACT-DR5 |         LoVoCCS | HIFLUGCS |           MeerKAT |  m200 | c200 | r200 |  d200 |
| PSZ2 G062.44-46.43 | 335.98567 |  -1.61691 | 0.091 |  62.44 |  4.68 |    False |    True |  SPLUS-s02s09 |                            |  ABELL 2440 |  59380 |                     |           A2440 |          |                   |  6.75 | 4.03 | 1.80 | 17.15 |
| PSZ2 G003.93-59.41 | 338.60809 | -37.74132 | 0.151 |   3.93 |  9.71 |     True |   False |  SPLUS-s29s59 |                            |  ABELL 3888 |        | ACT-CL J2234.4-3744 |                 |    A3888 |                   | 13.90 | 4.18 | 2.24 | 13.74 |
| PSZ2 G018.18-60.00 | 338.71215 | -30.54186 | 0.252 |  18.19 |  6.57 |    False |    True |  SPLUS-s24s63 |                            |  ABELL 3889 |        | ACT-CL J2234.8-3033 |                 |          |                   |  9.43 | 4.14 | 1.90 |  7.80 |
| PSZ2 G039.32-59.88 | 340.76980 | -20.16404 | 0.136 |  39.32 |  4.31 |    False |    True |  SPLUS-s16s40 |                            |  ABELL 2474 |        | ACT-CL J2243.0-2010 |                 |          |                   |  6.20 | 4.04 | 1.72 | 11.53 |
| PSZ2 G056.93-55.08 | 340.83410 |  -9.59510 | 0.447 |  56.94 | 13.48 |     True |   False |  SPLUS-s08s13 |                            |             |  68101 | ACT-CL J2243.3-0935 |                 |          |                   | 18.77 | 4.86 | 2.21 |  6.23 |
| PSZ2 G044.07-59.30 | 341.13824 | -17.71689 | 0.132 |  44.07 |  4.09 |    False |    True |  SPLUS-s14s41 |                            |  ABELL 2478 |        |                     |                 |          |                   |  5.90 | 4.04 | 1.69 | 11.60 |
| PSZ2 G336.60-55.43 | 341.57173 | -52.72214 | 0.097 | 336.60 |  5.77 |     True |   False |  SPLUS-s41s47 |                  Abell3911 |  ABELL 3911 |        |                     |           A3911 |          |                   |  8.32 | 4.04 | 1.92 | 17.35 |
| PSZ2 G047.71-59.47 | 342.12060 | -16.10844 | 0.247 |  47.72 |  6.22 |    False |    True |  SPLUS-s13s42 |                            |  ABELL 2485 |        | ACT-CL J2248.5-1606 |                 |          | MCXC J2248.5-1606 |  8.93 | 4.13 | 1.87 |  7.77 |
| PSZ2 G349.46-59.95 | 342.21532 | -44.52599 | 0.347 | 349.47 | 15.32 |     True |   False |  SPLUS-s34s56 |           RXC J2248.7-4431 | ABELL S1063 |  91063 | ACT-CL J2248.8-4431 |                 |          | MCXC J2248.7-4431 | 21.40 | 4.79 | 2.40 |  7.89 |
| PSZ2 G064.11-53.72 | 342.29576 |  -5.44675 | 0.245 |  64.12 |  6.04 |    False |    True |  SPLUS-s05s14 |                            |  ABELL 2489 |  63877 | ACT-CL J2249.1-0526 |                 |          |                   |  8.67 | 4.12 | 1.85 |  7.74 |
| PSZ2 G321.98-47.96 | 342.45636 | -64.41519 | 0.094 | 321.98 |  5.43 |     True |   False |               |                            |  ABELL 3921 |  99375 |                     |           A3921 |    A3921 |                   |  7.82 | 4.03 | 1.89 | 17.41 |
| PSZ2 G047.73-60.15 | 342.75837 | -16.40015 | 0.122 |  47.74 |  4.54 |    False |    True |  SPLUS-s13s43 |                            |  ABELL 2496 |  72226 | ACT-CL J2250.9-1624 |                 |          |                   |  6.54 | 4.04 | 1.76 | 12.92 |
| PSZ2 G011.06-63.84 | 343.38622 | -33.73886 | 0.224 |  11.07 |  5.49 |    False |    True |  SPLUS-s26s65 |                            |  ABELL 3934 |        | ACT-CL J2253.5-3343 |                 |          |                   |  7.91 | 4.09 | 1.81 |  8.10 |
| PSZ2 G322.63-49.15 | 343.53061 | -63.24521 | 0.211 | 322.63 |  6.27 |    False |    True |               |                            |             |  99356 |                     |                 |          |                   |  9.01 | 4.10 | 1.90 |  8.89 |
| PSZ2 G345.32-59.97 | 343.59407 | -46.35833 | 0.270 | 345.33 |  6.87 |    False |    True |  SPLUS-s36s55 |                            |  ABELL 3937 |  91084 | ACT-CL J2254.3-4620 |                 |          |                   |  9.84 | 4.17 | 1.91 |  7.46 |
| PSZ2 G008.31-64.74 | 344.67823 | -34.78825 | 0.312 |   8.32 | 10.45 |     True |   False |  SPLUS-s27s65 |         PSZ1 G008.31-64.31 | ABELL S1077 |        | ACT-CL J2258.8-3447 |                 |          |                   | 14.82 | 4.41 | 2.15 |  7.61 |
| PSZ2 G329.53-54.73 | 345.10350 | -56.27688 | 0.153 | 329.54 |  4.33 |    False |    True |  SPLUS-s43s46 |                            |  ABELL 3950 |  96813 | ACT-CL J2300.0-5617 |                 |          |                   |  6.24 | 4.04 | 1.71 | 10.41 |
| PSZ2 G074.08-54.68 | 347.04601 |  -1.92133 | 0.305 |  74.09 |  7.28 |    False |    True |  SPLUS-s02s17 |                            |             |  59484 | ACT-CL J2307.9-0155 |                 |          |                   | 10.41 | 4.22 | 1.92 |  6.89 |
| PSZ2 G073.82-54.92 | 347.09088 |  -2.19562 | 0.297 |  73.83 |  7.45 |    False |    True |  SPLUS-s03s17 |                            |  ABELL 2537 |  59487 | ACT-CL J2308.3-0211 |                 |          |                   | 10.64 | 4.22 | 1.94 |  7.09 |
| PSZ2 G044.46-65.42 | 347.17389 | -19.91840 | 0.083 |  44.46 |  3.47 |    False |    True |  SPLUS-s16s44 |                            |  ABELL 2538 |        |                     |                 |          |                   |  4.99 | 4.06 | 1.63 | 16.85 |
| PSZ2 G048.21-65.00 | 347.43973 | -18.31002 | 0.420 |  48.22 |  7.55 |    False |    True |  SPLUS-s15s45 |                            |             |        | ACT-CL J2309.8-1819 |                 |          |                   | 10.72 | 4.36 | 1.85 |  5.42 |
| PSZ2 G081.00-50.93 | 347.89825 |   3.62869 | 0.300 |  81.00 | 10.10 |    False |    True |               |                            |  ABELL 2552 |  54859 | ACT-CL J2311.5+0338 |                 |          |                   | 14.32 | 4.37 | 2.14 |  7.76 |
| PSZ2 G041.43-66.81 | 348.10844 | -21.55073 | 0.111 |  41.44 |  3.66 |    False |    True |  SPLUS-s17s45 |                            |  ABELL 2554 |  76524 | ACT-CL J2312.2-2130 |           A2554 |          |                   |  5.27 | 4.05 | 1.64 | 13.13 |
| PSZ2 G053.88-64.60 | 348.23667 | -15.98752 | 0.262 |  53.88 |  6.71 |    False |    True |  SPLUS-s13s47 |                            |  ABELL 2560 |        | ACT-CL J2312.9-1600 |                 |          |                   |  9.62 | 4.16 | 1.90 |  7.59 |
| PSZ2 G358.98-67.26 | 348.92656 | -37.77910 | 0.179 | 358.99 |  7.05 |    False |    True |  SPLUS-s29s65 |                            |  ABELL 3984 |  87733 | ACT-CL J2315.7-3747 |                 |          |                   | 10.12 | 4.11 | 1.99 | 10.67 |
| PSZ2 G002.08-68.28 | 349.63243 | -36.33256 | 0.140 |   2.09 |  3.82 |    False |    True |  SPLUS-s28s68 |                            | ABELL S1109 |  84026 | ACT-CL J2318.4-3618 |                 |          |                   |  5.51 | 4.04 | 1.65 | 10.79 |
| PSZ2 G311.62-42.31 | 350.05187 | -73.23780 | 0.098 | 311.63 |  2.63 |    False |   False |               |                            |  ABELL 3992 |        |                     |                 |          |                   |  3.78 | 4.10 | 1.48 | 13.10 |
| PSZ2 G075.11-58.83 | 350.23442 |  -4.64444 | 0.189 |  75.11 |  4.51 |    False |   False |  SPLUS-s04s20 |                            |  ABELL 2578 |  64006 | ACT-CL J2320.8-0434 |                 |          |                   |  6.50 | 4.05 | 1.71 |  8.76 |
| PSZ2 G348.90-67.37 | 351.28438 | -41.21183 | 0.358 | 348.91 |  9.70 |    False |    True |  SPLUS-s32s63 |         PSZ2 G348.90-67.37 | ABELL S1121 |  87763 | ACT-CL J2325.2-4111 |                 |          | PSZ2 G348.90-67.3 | 13.74 | 4.43 | 2.06 |  6.65 |
| PSZ2 G065.32-64.84 | 351.31887 | -12.12521 | 0.085 |  65.32 |  3.35 |    False |    True |  SPLUS-s10s21 |                            |  ABELL 2597 |  68241 |                     |           A2597 |    A2597 | MCXC J2325.3-1207 |  4.83 | 4.06 | 1.61 | 16.24 |
| PSZ2 G037.05-70.55 | 351.52522 | -24.12065 | 0.088 |  37.06 |  2.99 |    False |    True |  SPLUS-s19s46 |                            |             |        |                     |                 |          |                   |  4.31 | 4.08 | 1.55 | 15.17 |
| PSZ2 G083.85-55.43 | 351.90626 |   0.94191 | 0.302 |  83.86 |  6.63 |    False |    True | STRIPE82_0160 |                            |             |        | ACT-CL J2327.7+0058 |                 |          |                   |  9.50 | 4.18 | 1.86 |  6.73 |
| PSZ2 G046.26-70.47 | 352.44707 | -21.16990 | 0.143 |  46.27 |  4.07 |    False |    True |  SPLUS-s17s48 |                            |  ABELL 2606 |        |                     |                 |          |                   |  5.86 | 4.04 | 1.68 | 10.81 |
| PSZ2 G358.94-70.57 | 352.78031 | -36.54981 | 0.096 | 358.94 |  3.40 |    False |    True |  SPLUS-s28s70 |                            |  ABELL 4010 |        | ACT-CL J2331.2-3630 |           A4010 |          |                   |  4.90 | 4.06 | 1.61 | 14.66 |
| PSZ2 G325.99-59.48 | 353.09638 | -53.96566 | 0.402 | 325.99 |  7.57 |    False |    True |  SPLUS-s42s50 |                            |             |        | ACT-CL J2332.4-5358 |                 |          |                   | 10.78 | 4.34 | 1.87 |  5.61 |
| PSZ2 G087.03-57.37 | 354.43188 |   0.26824 | 0.278 |  87.04 |  9.89 |    False |    True | STRIPE82_0164 |                            |  ABELL 2631 |  59533 | ACT-CL J2337.6+0016 |                 |          |                   | 14.07 | 4.33 | 2.15 |  8.21 |
| PSZ2 G077.20-65.45 | 355.33440 |  -9.01862 | 0.251 |  77.20 |  5.54 |    False |    True |  SPLUS-s08s24 |                            |  ABELL 2645 |  68289 | ACT-CL J2341.2-0901 |                 |          | MCXC J2341.2-0901 |  7.96 | 4.10 | 1.79 |  7.38 |
| PSZ2 G089.46-58.09 | 355.91725 |   0.30208 | 0.270 |  89.47 |  6.99 |    False |    True | STRIPE82_0166 |                            |             |  59607 | ACT-CL J2343.7+0018 |                 |          |                   | 10.01 | 4.18 | 1.92 |  7.50 |
| PSZ2 G084.81-62.18 | 356.06568 |  -4.38991 | 0.079 |  84.81 |  4.20 |    False |    True |  SPLUS-s04s24 |                            |             |  64081 | ACT-CL J2344.3-0422 | RXCJ2344.2-0422 |  RXJ2344 |                   |  6.06 | 4.04 | 1.74 | 18.88 |
| PSZ2 G092.30-55.75 | 356.17580 |   3.09359 | 0.349 |  92.30 |  6.93 |    False |    True |               |                            |             |  55030 | ACT-CL J2344.6+0305 |                 |          |                   |  9.89 | 4.24 | 1.86 |  6.08 |
| PSZ2 G086.73-61.16 | 356.28618 |  -3.04272 | 0.355 |  86.73 |  5.90 |    False |    True |  SPLUS-s03s24 |                            |             |        | ACT-CL J2345.2-0302 |                 |          |                   |  8.44 | 4.19 | 1.76 |  5.70 |
| PSZ2 G039.21-75.96 | 357.46532 | -24.75525 | 0.244 |  39.22 |  5.26 |    False |    True |  SPLUS-s19s50 |                            |  ABELL 2663 |        |                     |                 |          |                   |  7.57 | 4.09 | 1.77 |  7.44 |
| PSZ2 G057.08-74.45 | 357.78260 | -19.98250 | 0.248 |  57.09 |  6.35 |    False |    True |  SPLUS-s16s51 |                            |             |        | ACT-CL J2351.1-1957 |                 |          |  RXC J2351.0-1954 |  9.12 | 4.13 | 1.88 |  7.80 |
| PSZ2 G033.97-76.61 | 357.92736 | -26.09530 | 0.226 |  33.97 | 10.19 |     True |   False |  SPLUS-s20s51 |                            |  ABELL 2667 |        | ACT-CL J2351.6-2604 |                 |          | MCXC J2351.6-2605 | 14.55 | 4.28 | 2.21 |  9.83 |
| PSZ2 G082.31-67.00 | 357.94025 |  -8.96674 | 0.394 |  82.31 |  7.96 |    False |    True |  SPLUS-s08s26 |                            |             |        | ACT-CL J2351.8-0900 |                 |          |                   | 11.31 | 4.36 | 1.91 |  5.79 |
| PSZ2 G081.31-68.56 | 358.56911 | -10.44525 | 0.076 |  81.31 |  3.73 |    False |    True |  SPLUS-s09s26 |                            |  ABELL 2670 |  68307 |                     |           A2670 |          |                   |  5.37 | 4.05 | 1.67 | 18.60 |
| PSZ2 G323.08-63.98 | 358.99553 | -50.91413 | 0.320 | 323.08 |  6.16 |    False |    True |  SPLUS-s39s01 |                            |             |        | ACT-CL J2355.7-5055 |                 |          |                   |  8.83 | 4.17 | 1.81 |  6.28 |
| PSZ2 G314.26-55.35 | 359.70648 | -60.59652 | 0.099 | 314.27 |  3.05 |    False |    True |               |                            |  ABELL 4067 |        |                     |           A4067 |          |                   |  4.39 | 4.07 | 1.55 | 13.71 |
