|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  51179 |                 ABELL 0403 |   44.82517 |   3.47167 | 0.098 | 173.15 |  36.25 |    False |   False |                            |              ABELL 0403 |  51179 |                     |                    |                 |          |                   |
|  53587 |                 ABELL 2048 | -131.17966 |   4.39450 | 0.098 |   5.82 |  79.16 |    False |    True |                            |              ABELL 2048 |  53587 | ACT-CL J1515.2+0423 |                    |                 |          |                   |
| 100274 |                     100274 |  103.23988 | -68.44812 | 0.098 | 279.03 |  24.61 |    False |   False |                            |                         | 100274 |                     |                    |                 |          |                   |
|  77451 |                ABELL S0452 |   66.49346 | -28.63368 | 0.099 | 227.92 |  32.01 |    False |   False |                            |             ABELL S0452 |  77451 |                     |                    |                 |          |                   |
|  64716 |                      64716 |   41.36613 | -11.11812 | 0.099 | 187.61 |  40.55 |    False |   False |                            |                         |  64716 |                     |                    |                 |          |                   |
|  68049 |                 ABELL 2426 |  -26.36423 | -10.37134 | 0.099 |  49.69 |  79.79 |    False |    True |                            |              ABELL 2426 |  68049 | ACT-CL J2214.5-1022 | PSZ2 G049.69-49.46 |           A2426 |          |                   |
|  73599 |                 ABELL 0550 |   88.21550 | -21.06358 | 0.100 | 226.16 |  41.85 |    False |    True |                            |              ABELL 0550 |  73599 | ACT-CL J0552.9-2103 | PSZ2 G226.16-21.95 |                 |          |                   |
|  68615 |                 ABELL 0166 |   18.61587 | -16.22872 | 0.101 | 150.19 |  28.13 |    False |   False |                            |              ABELL 0166 |  68615 |                     |                    |                 |          |                   |
|  97511 |                      97511 |   78.82524 | -61.99841 | 0.101 | 271.39 |  29.40 |    False |   False |                            |                         |  97511 |                     |                    |                 |          |                   |
|  66925 |                      66925 | -148.54843 | -13.54589 | 0.101 | 329.18 |  24.38 |    False |   False |                            |                         |  66925 |                     |                    |                 |          |                   |
|  50685 |                 ABELL 0003 |    2.36971 |   3.98948 | 0.101 | 103.30 |  35.67 |    False |   False |                            |              ABELL 0003 |  50685 |                     |                    |                 |          |                   |
|  66442 |                 ABELL 1309 |  173.29221 | -11.82315 | 0.101 | 274.40 |  48.91 |    False |    True |                            |              ABELL 1309 |  66442 |                     |                    |                 |          |                   |
|  66713 |                      66713 | -165.44578 |  -9.84779 | 0.102 | 305.71 |  27.54 |    False |   False |                            |                         |  66713 |                     |                    |                 |          |                   |
|  66991 |                      66991 | -136.62420 |  -9.04660 | 0.102 | 346.46 |  34.24 |    False |   False |                            |                         |  66991 |                     |                    |                 |          |                   |
|  68200 |                 ABELL 2529 |  -13.35291 | -13.32601 | 0.102 |  57.11 |  37.15 |    False |   False |                            |              ABELL 2529 |  68200 |                     |                    |                 |          |                   |
|  87812 |                 ABELL 4068 |   -0.01865 | -39.47118 | 0.102 | 340.63 |  37.62 |    False |   False |                            |              ABELL 4068 |  87812 | ACT-CL J0000.3-3936 |                    |           A4068 |          |                   |
|  86360 |                      86360 | -161.96911 | -41.95083 | 0.103 | 307.04 |  24.85 |    False |   False |                            |                         |  86360 |                     |                    |                 |          |                   |
|  66989 |                      66989 | -136.70376 |  -8.93482 | 0.103 | 346.47 |  28.81 |    False |   False |                            |                         |  66989 |                     |                    |                 |          |                   |
|  91905 |                      91905 |   78.89032 | -49.27112 | 0.104 | 255.81 |  29.66 |    False |   False |                            |                         |  91905 |                     |                    |                 |          |                   |
