|                name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |                   Abell |               PSZ2 |
| ACT-CL J2049.5+0227 |  -47.60833 |   2.46244 | 0.347 |  49.75 |  3.13 |    False |   False |               |                    |                         |                    |
| ACT-CL J2049.9-3217 |  -47.52313 | -32.28448 | 0.325 |  11.75 |  8.15 |    False |    True |               |                    |                         | PSZ2 G011.72-37.96 |
| ACT-CL J2050.3-5830 |  -47.41668 | -58.51667 | 0.422 | 338.22 |  3.07 |    False |   False |               |                    |                         |                    |
| ACT-CL J2050.7+0122 |  -47.31621 |   1.37818 | 0.334 |  48.90 |  6.69 |    False |    True | STRIPE82_0106 |                    |                         | PSZ2 G048.91-25.55 |
| ACT-CL J2051.1+0215 |  -47.20884 |   2.26473 | 0.346 |  49.80 |  6.16 |    False |    True |               |                    |                         | PSZ2 G049.80-25.16 |
| ACT-CL J2051.1+0057 |  -47.20736 |   0.95285 | 0.333 |  48.55 |  4.43 |    False |   False | STRIPE82_0106 |                    |                         |                    |
| ACT-CL J2051.8+0314 |  -47.03223 |   3.23435 | 0.225 |  50.81 |  4.22 |    False |   False |               |                    |                         |                    |
| ACT-CL J2051.9-0131 |  -47.00711 |  -1.51766 | 0.408 |  46.29 |  5.52 |    False |    True | STRIPE82_0105 |                    |                         |                    |
| ACT-CL J2053.2-0154 |  -46.68752 |  -1.90833 | 0.326 |  46.09 |  3.40 |    False |   False |               |                    |                         |                    |
| ACT-CL J2054.9+0002 |  -46.26243 |   0.03748 | 0.167 |  48.22 |  3.23 |    False |   False | STRIPE82_0106 |                    |                         |                    |
| ACT-CL J2055.4+0105 |  -46.14565 |   1.09043 | 0.409 |  49.30 |  4.55 |    False |   False | STRIPE82_0106 |                    |                         |                    |
| ACT-CL J2055.9-5456 |  -46.00399 | -54.93669 | 0.139 | 342.60 |  4.84 |    False |    True |  SPLUS-s43s33 |                    |              ABELL 3718 | PSZ2 G342.62-39.60 |
| ACT-CL J2058.9+0122 |  -45.27018 |   1.38169 | 0.329 |  50.09 |  7.82 |    False |    True | STRIPE82_0108 |                    |                         | PSZ2 G050.06-27.32 |
| ACT-CL J2101.2-5541 |  -44.69763 | -55.69128 | 0.251 | 341.47 |  4.18 |    False |   False |  SPLUS-s43s33 |                    |              ABELL 3732 | PSZ2 G341.44-40.19 |
| ACT-CL J2102.1-2431 |  -44.45001 | -24.52920 | 0.188 |  22.18 |  3.32 |    False |   False |  SPLUS-s19s22 |                    |                         | PSZ2 G022.12-38.81 |
| ACT-CL J2103.4-4321 |  -44.14646 | -43.36544 | 0.140 | 357.70 |  3.12 |    False |   False |  SPLUS-s33s43 |                    |              ABELL 3736 | PSZ2 G357.75-41.77 |
| ACT-CL J2104.1-2515 |  -43.95710 | -25.26343 | 0.185 |  21.42 |  4.29 |    False |   False |  SPLUS-s20s23 |                    |              ABELL 2334 |                    |
| ACT-CL J2104.3-4120 |  -43.91716 | -41.34945 | 0.165 |   0.41 |  5.56 |    False |    True |  SPLUS-s32s43 |                    |              ABELL 3739 | PSZ2 G000.40-41.86 |
| ACT-CL J2107.4-2110 |  -43.13932 | -21.17974 | 0.202 |  26.75 |  2.53 |    False |   False |  SPLUS-s17s23 |                    |              ABELL 2336 | PSZ2 G026.73-38.94 |
| ACT-CL J2111.7-5339 |  -42.05976 | -53.65074 | 0.447 | 343.75 |  3.45 |    False |   False |  SPLUS-s41s36 |                    |                         |                    |
| ACT-CL J2112.9-0631 |  -41.76933 |  -6.53227 | 0.283 |  44.17 |  4.78 |    False |   False |               |                    |                         |                    |
| ACT-CL J2114.7+0232 |  -41.31161 |   2.53502 | 0.130 |  53.63 |  3.97 |    False |    True |               |                    |                         |                    |
| ACT-CL J2114.9-5518 |  -41.25557 | -55.30832 | 0.407 | 341.44 |  3.31 |    False |   False |  SPLUS-s43s35 |                    |                         |                    |
| ACT-CL J2115.2-4658 |  -41.17806 | -46.97408 | 0.299 | 352.66 |  4.19 |    False |   False |  SPLUS-s36s42 |                    |                         |                    |
| ACT-CL J2116.5-5022 |  -40.85835 | -50.38330 | 0.418 | 347.96 |  3.86 |    False |   False |  SPLUS-s39s39 |                    |                         |                    |
| ACT-CL J2119.6-2611 |  -40.09280 | -26.19718 | 0.380 |  21.38 |  7.17 |    False |    True |  SPLUS-s20s25 |                    |                         | PSZ2 G021.36-43.02 |
| ACT-CL J2120.0+0452 |  -39.98748 |   4.87214 | 0.381 |  56.72 |  3.88 |    False |   False |               |                    |                         |                    |
| ACT-CL J2120.5-4016 |  -39.86250 | -40.27500 | 0.262 |   1.94 |  3.58 |    False |   False |  SPLUS-s31s46 |                    |                         |                    |
| ACT-CL J2121.1-1038 |  -39.71911 | -10.64165 | 0.371 |  40.81 |  5.01 |    False |   False |               |                    |                         |                    |
| ACT-CL J2124.1-4500 |  -38.95130 | -45.00134 | 0.272 | 355.20 |  3.72 |    False |   False |  SPLUS-s35s44 |                    |                         |                    |
| ACT-CL J2126.1-3202 |  -38.46475 | -32.03731 | 0.280 |  13.72 |  6.52 |    False |    True |  SPLUS-s25s53 |                    |             ABELL S0946 | PSZ2 G013.74-45.53 |
| ACT-CL J2127.0-1210 |  -38.23577 | -12.16725 | 0.176 |  39.85 |  4.17 |    False |   False |               |                    |              ABELL 2345 | PSZ2 G039.85-39.96 |
| ACT-CL J2128.4+0136 |  -37.89498 |   1.60097 | 0.386 |  54.96 |  7.37 |    False |    True | STRIPE82_0118 |                    |                         | PSZ2 G054.95-33.39 |
| ACT-CL J2129.6+0005 |  -37.58389 |   0.08871 | 0.234 |  53.66 |  6.80 |    False |    True | STRIPE82_0118 |                    |                         | PSZ2 G053.64-34.48 |
| ACT-CL J2131.0-4019 |  -37.23036 | -40.32330 | 0.447 |   1.83 |  7.94 |    False |    True |  SPLUS-s31s48 |                    |                         |                    |
| ACT-CL J2131.4-4704 |  -37.12914 | -47.07081 | 0.427 | 352.03 |  3.17 |    False |   False |  SPLUS-s36s44 |                    |                         |                    |
| ACT-CL J2133.5-0618 |  -36.62500 |  -6.30402 | 0.423 |  47.52 |  4.01 |    False |   False |               |                    |                         |                    |
| ACT-CL J2134.0-4238 |  -36.49699 | -42.64430 | 0.196 | 358.37 |  4.91 |    False |    True |  SPLUS-s33s47 |                    |              ABELL 3783 | PSZ2 G358.34-47.31 |
| ACT-CL J2134.1-2239 |  -36.45405 | -22.66667 | 0.364 |  27.33 |  3.67 |    False |   False |  SPLUS-s18s27 |                    |                         |                    |
| ACT-CL J2134.5-0502 |  -36.37334 |  -5.03338 | 0.363 |  49.09 |  3.89 |    False |   False |  SPLUS-s05s01 |                    |                         |                    |
| ACT-CL J2135.1-0103 |  -36.20333 |  -1.05035 | 0.326 |  53.43 |  5.36 |    False |    True | STRIPE82_0119 |                    |                         | PSZ2 G053.44-36.25 |
| ACT-CL J2135.2+0125 |  -36.18644 |   1.41921 | 0.229 |  55.95 |  7.29 |    False |    True | STRIPE82_0120 |                    |              ABELL 2355 | PSZ2 G055.95-34.89 |
| ACT-CL J2135.6-5726 |  -36.08081 | -57.43862 | 0.427 | 337.50 |  5.87 |    False |    True |  SPLUS-s44s35 |                    |                         |                    |
| ACT-CL J2136.6-1018 |  -35.83033 | -10.31270 | 0.428 |  43.42 |  7.09 |    False |    True |  SPLUS-s09s01 |                    |                         | PSZ2 G043.44-41.27 |
| ACT-CL J2139.0-2333 |  -35.23755 | -23.55442 | 0.320 |  26.53 |  4.04 |    False |   False |  SPLUS-s18s28 |                    |                         |                    |
| ACT-CL J2140.2-2339 |  -34.93523 | -23.65887 | 0.313 |  26.49 |  5.28 |    False |    True |  SPLUS-s18s28 |  MACS J2140.2-2339 |                         |                    |
| ACT-CL J2145.2-1843 |  -33.69505 | -18.72270 | 0.419 |  33.87 |  5.16 |    False |   False |  SPLUS-s15s30 |                    |                         | PSZ2 G033.83-46.57 |
| ACT-CL J2145.6-0143 |  -33.58690 |  -1.71981 | 0.357 |  54.57 |  4.62 |    False |   False |  SPLUS-s02s02 |                    |                         |                    |
| ACT-CL J2145.9-1006 |  -33.52079 | -10.10422 | 0.081 |  45.09 |  4.25 |     True |   False |  SPLUS-s08s03 |                    |              ABELL 2377 | PSZ2 G045.10-43.18 |
| ACT-CL J2146.3-2624 |  -33.41112 | -26.41259 | 0.240 |  22.98 |  4.68 |    False |   False |  SPLUS-s21s28 |                    |              ABELL 3808 |                    |
| ACT-CL J2147.7-2107 |  -33.06667 | -21.12913 | 0.117 |  30.80 |  3.09 |    False |    True |  SPLUS-s17s30 |                    |                         |                    |
| ACT-CL J2148.6-5518 |  -32.82913 | -55.31163 | 0.404 | 339.42 |  3.69 |    False |   False |  SPLUS-s43s38 |                    |                         |                    |
| ACT-CL J2149.0-3042 |  -32.72913 | -30.71008 | 0.118 |  16.58 |  4.02 |    False |    True |  SPLUS-s24s56 |                    |              ABELL 3814 |                    |
| ACT-CL J2150.3-0847 |  -32.40904 |  -8.79220 | 0.395 |  47.40 |  5.55 |    False |    True |  SPLUS-s07s03 |                    |                         |                    |
| ACT-CL J2150.5-1622 |  -32.35229 | -16.37509 | 0.263 |  37.74 |  4.71 |    False |   False |  SPLUS-s13s32 |                    |                         | PSZ2 G037.69-46.87 |
| ACT-CL J2151.0-0736 |  -32.24718 |  -7.61381 | 0.282 |  48.91 |  4.34 |    False |   False |  SPLUS-s07s03 |                    |                         |                    |
| ACT-CL J2151.7+0249 |  -32.05159 |   2.81996 | 0.226 |  60.38 |  3.62 |    False |   False |               |                    |                         |                    |
| ACT-CL J2154.0-5751 |  -31.47611 | -57.86038 | 0.076 | 335.59 |  3.69 |    False |    True |  SPLUS-s45s36 |                    |              ABELL 3822 | PSZ2 G335.58-46.44 |
| ACT-CL J2154.7-5936 |  -31.30782 | -59.60765 | 0.434 | 333.27 |  4.26 |    False |   False |  SPLUS-s46s35 |                    |                         |                    |
| ACT-CL J2154.8-1322 |  -31.29450 | -13.37599 | 0.448 |  42.35 |  4.74 |    False |   False |  SPLUS-s11s03 |                    |                         |                    |
| ACT-CL J2156.1+0123 |  -30.95662 |   1.38646 | 0.218 |  59.79 |  6.30 |    False |    True | STRIPE82_0128 |                    |              ABELL 2397 | PSZ2 G059.81-39.09 |
| ACT-CL J2158.5-0351 |  -30.37065 |  -3.86194 | 0.391 |  54.60 |  6.41 |    False |    True |  SPLUS-s04s05 |                    |                         |                    |
| ACT-CL J2200.5+0444 |  -29.85007 |   4.73506 | 0.404 |  64.01 |  4.46 |    False |   False |               |                    |                         |                    |
| ACT-CL J2201.4-0834 |  -29.63168 |  -8.57328 | 0.351 |  49.59 |  4.17 |    False |   False |  SPLUS-s07s05 |                    |                         |                    |
| ACT-CL J2201.8-5956 |  -29.53178 | -59.94872 | 0.097 | 332.23 |  8.67 |     True |   False |  SPLUS-s46s36 |          Abell3827 |              ABELL 3827 | PSZ2 G332.23-46.37 |
| ACT-CL J2204.8-2514 |  -28.78754 | -25.24323 | 0.213 |  26.16 |  4.57 |    False |   False |  SPLUS-s20s33 |                    |              ABELL 2416 |                    |
| ACT-CL J2204.8-1815 |  -28.77838 | -18.25174 | 0.277 |  37.00 |  4.07 |    False |   False |  SPLUS-s15s34 |                    |                         |                    |
| ACT-CL J2205.0-5927 |  -28.73961 | -59.45368 | 0.353 | 332.57 |  4.28 |    False |   False |  SPLUS-s46s36 |                    |                         |                    |
| ACT-CL J2205.2-4405 |  -28.69582 | -44.09167 | 0.422 | 354.79 |  3.54 |    False |   False |  SPLUS-s34s51 |                    |                         |                    |
| ACT-CL J2206.4-1541 |  -28.38754 | -15.68344 | 0.327 |  40.96 |  3.85 |    False |   False |  SPLUS-s13s35 |                    |                         |                    |
| ACT-CL J2209.3-5147 |  -27.65422 | -51.79590 | 0.110 | 342.57 |  3.13 |    False |    True |  SPLUS-s40s43 |                    |              ABELL 3836 | PSZ2 G342.51-50.97 |
| ACT-CL J2209.8-0500 |  -27.54722 |  -5.00556 | 0.161 |  55.49 |  3.06 |    False |   False |  SPLUS-s05s07 |                    |                         |                    |
| ACT-CL J2209.9-2554 |  -27.50835 | -25.90429 | 0.372 |  25.47 |  3.92 |    False |   False |  SPLUS-s20s34 |                    |                         |                    |
| ACT-CL J2210.3-1209 |  -27.41364 | -12.16386 | 0.085 |  46.51 |  6.09 |     True |   False |  SPLUS-s10s07 |                    |              ABELL 2420 | PSZ2 G046.47-49.44 |
| ACT-CL J2210.5-5709 |  -27.36658 | -57.15409 | 0.301 | 335.01 |  3.02 |    False |   False |  SPLUS-s44s39 |                    |             ABELL S0998 |                    |
| ACT-CL J2211.0-0653 |  -27.24932 |  -6.88360 | 0.371 |  53.47 |  6.08 |    False |    True |  SPLUS-s06s07 |                    |                         |                    |
| ACT-CL J2211.2-4833 |  -27.17682 | -48.56090 | 0.240 | 347.24 |  4.99 |    False |   False |  SPLUS-s38s47 |                    |              ABELL 3841 | PSZ2 G347.27-52.46 |
| ACT-CL J2211.3-2155 |  -27.16754 | -21.92561 | 0.443 |  32.12 |  5.99 |    False |    True |  SPLUS-s17s34 |                    |                         |                    |
| ACT-CL J2211.7-0349 |  -27.05796 |  -3.82677 | 0.426 |  57.27 | 17.34 |     True |   False |  SPLUS-s04s07 |                    |                         | PSZ2 G057.25-45.34 |
| ACT-CL J2214.5-1022 |  -26.37074 | -10.36875 | 0.098 |  49.68 |  4.17 |    False |    True |  SPLUS-s09s08 |                    |              ABELL 2426 | PSZ2 G049.69-49.46 |
| ACT-CL J2216.9-1725 |  -25.76667 | -17.42085 | 0.140 |  39.96 |  3.02 |    False |   False |  SPLUS-s14s36 |                    |                         | PSZ2 G039.98-53.12 |
| ACT-CL J2217.7-3543 |  -25.56279 | -35.72320 | 0.149 |   8.46 |  4.88 |    False |    True |  SPLUS-s28s59 |                    |              ABELL 3854 | PSZ2 G008.47-56.34 |
| ACT-CL J2218.6-3853 |  -25.33963 | -38.89522 | 0.138 |   2.75 |  5.47 |    False |    True |  SPLUS-s30s56 |                    |              ABELL 3856 | PSZ2 G002.77-56.16 |
| ACT-CL J2218.6-0345 |  -25.32880 |  -3.75911 | 0.090 |  58.81 |  4.79 |     True |   False |  SPLUS-s04s08 |                    |                         |                    |
| ACT-CL J2218.7-2642 |  -25.32490 | -26.70156 | 0.277 |  24.72 |  3.48 |    False |   False |  SPLUS-s21s33 |                    |             ABELL S1010 |                    |
| ACT-CL J2219.5-3208 |  -25.10839 | -32.13538 | 0.413 |  14.96 |  3.54 |    False |   False |  SPLUS-s25s61 |                    |                         |                    |
| ACT-CL J2219.8-5708 |  -25.04719 | -57.13548 | 0.302 | 334.05 |  5.16 |    False |   False |  SPLUS-s44s40 |                    |              ABELL 3860 |                    |
| ACT-CL J2219.8-0350 |  -25.02557 |  -3.83760 | 0.431 |  58.98 |  6.39 |    False |    True |  SPLUS-s04s09 |                    |                         |                    |
| ACT-CL J2220.0-5816 |  -24.98333 | -58.27500 | 0.274 | 332.54 |  3.08 |    False |   False |  SPLUS-s45s38 |                    |                         |                    |
| ACT-CL J2220.5-3509 |  -24.86701 | -35.16501 | 0.154 |   9.41 |  5.79 |    False |    True |  SPLUS-s27s59 |                    |              ABELL 3866 | PSZ2 G009.45-56.93 |
| ACT-CL J2222.9-0145 |  -24.25582 |  -1.75364 | 0.399 |  62.07 |  4.63 |    False |   False |  SPLUS-s02s09 |                    |                         |                    |
| ACT-CL J2223.4-5228 |  -24.14162 | -52.46869 | 0.264 | 340.08 |  2.95 |    False |   False |  SPLUS-s40s45 |                    |              ABELL 3872 |                    |
| ACT-CL J2224.1-3235 |  -23.96968 | -32.59789 | 0.225 |  14.13 |  2.66 |    False |   False |  SPLUS-s25s62 |                    |             ABELL S1021 |                    |
| ACT-CL J2224.5-2912 |  -23.86252 | -29.21667 | 0.367 |  20.46 |  3.53 |    False |   False |  SPLUS-s23s35 |                    |                         |                    |
| ACT-CL J2227.0-0530 |  -23.24686 |  -5.51335 | 0.289 |  58.54 |  4.37 |    False |   False |  SPLUS-s05s10 |                    |                         |                    |
| ACT-CL J2228.5+0142 |  -22.87238 |   1.71107 | 0.339 |  67.12 |  3.92 |    False |   False |               |                    |                         |                    |
| ACT-CL J2229.5+0318 |  -22.60256 |   3.30946 | 0.301 |  69.02 |  3.25 |    False |   False |               |                    |                         |                    |
| ACT-CL J2229.5-3632 |  -22.60143 | -36.53826 | 0.403 |   6.53 |  5.60 |    False |    True |  SPLUS-s28s60 |                    |              ABELL 3882 |                    |
| ACT-CL J2229.8-2755 |  -22.54849 | -27.93176 | 0.324 |  23.12 |  4.00 |    False |   False |  SPLUS-s22s35 |                    |                         |                    |
| ACT-CL J2230.0-2419 |  -22.47500 | -24.32082 | 0.222 |  29.94 |  3.64 |    False |   False |  SPLUS-s19s37 |                    |                         |                    |
| ACT-CL J2231.0-0551 |  -22.23756 |  -5.86254 | 0.388 |  59.03 |  4.15 |    False |   False |  SPLUS-s05s11 |                    |                         |                    |
| ACT-CL J2231.9-5024 |  -22.02170 | -50.40163 | 0.344 | 342.11 |  2.55 |    False |   False |  SPLUS-s39s48 |                    |                         |                    |
| ACT-CL J2231.9+0350 |  -22.00937 |   3.84970 | 0.278 |  70.14 |  4.97 |    False |   False |               |                    |                         |                    |
| ACT-CL J2232.8-5357 |  -21.78757 | -53.96667 | 0.436 | 336.76 |  3.18 |    False |   False |  SPLUS-s42s43 |                    |                         |                    |
| ACT-CL J2233.3-5338 |  -21.66687 | -53.64687 | 0.440 | 337.15 |  5.78 |    False |    True |  SPLUS-s41s45 |                    |                         |                    |
| ACT-CL J2234.4-3744 |  -21.38508 | -37.74309 | 0.153 |   3.93 | 13.50 |     True |   False |  SPLUS-s29s59 |                    |              ABELL 3888 | PSZ2 G003.93-59.41 |
| ACT-CL J2234.4-4428 |  -21.37930 | -44.47904 | 0.443 | 351.48 |  3.59 |    False |   False |  SPLUS-s34s55 |                    |                         |                    |
| ACT-CL J2234.8-3033 |  -21.27874 | -30.56057 | 0.251 |  18.15 |  6.10 |    False |    True |  SPLUS-s24s63 |                    |              ABELL 3889 | PSZ2 G018.18-60.00 |
| ACT-CL J2236.2-2458 |  -20.94585 | -24.97910 | 0.323 |  29.26 |  3.34 |    False |   False |  SPLUS-s20s38 |                    |                         |                    |
| ACT-CL J2236.9-4809 |  -20.76658 | -48.16037 | 0.265 | 344.96 |  2.35 |    False |   False |  SPLUS-s37s51 |                    |             ABELL S1044 |                    |
| ACT-CL J2237.9-4453 |  -20.52225 | -44.89442 | 0.429 | 350.33 |  2.50 |    False |   False |  SPLUS-s35s53 |                    |                         |                    |
| ACT-CL J2238.5-2451 |  -20.36839 | -24.86252 | 0.438 |  29.70 |  4.82 |    False |   False |  SPLUS-s19s38 |                    |             ABELL S1048 | PSZ2 G029.55-60.16 |
| ACT-CL J2239.9-3246 |  -20.02500 | -32.77071 | 0.431 |  13.65 |  2.62 |    False |   False |  SPLUS-s25s64 |                    |                         |                    |
| ACT-CL J2239.9-3231 |  -20.01698 | -32.53121 | 0.447 |  14.14 |  3.50 |    False |   False |  SPLUS-s25s64 |                    |                         |                    |
| ACT-CL J2240.2-4055 |  -19.93746 | -40.92921 | 0.184 | 357.29 |  2.72 |    False |   False |  SPLUS-s32s57 |                    |                         |                    |
| ACT-CL J2240.7-5246 |  -19.81603 | -52.77826 | 0.225 | 337.36 |  3.02 |    False |   False |  SPLUS-s41s46 |                    |                         |                    |
| ACT-CL J2240.9-3723 |  -19.75722 | -37.39149 | 0.389 |   4.15 |  3.71 |    False |   False |  SPLUS-s29s60 |                    |                         |                    |
| ACT-CL J2241.2-4555 |  -19.69722 | -45.92281 | 0.397 | 348.11 |  3.03 |    False |   False |  SPLUS-s35s54 |                    |                         |                    |
| ACT-CL J2241.9-4235 |  -19.52365 | -42.59410 | 0.204 | 353.97 |  3.21 |    False |   False |  SPLUS-s33s56 |                    |              ABELL 3902 |                    |
| ACT-CL J2242.5-1330 |  -19.36908 | -13.50830 | 0.265 |  50.80 |  3.71 |    False |   False |  SPLUS-s11s12 |                    |              ABELL 2473 |                    |
| ACT-CL J2243.0-2010 |  -19.22841 | -20.17862 | 0.136 |  39.30 |  3.69 |    False |    True |  SPLUS-s16s40 |                    |              ABELL 2474 | PSZ2 G039.32-59.88 |
| ACT-CL J2243.3-0935 |  -19.16103 |  -9.59327 | 0.439 |  56.94 | 12.75 |     True |   False |  SPLUS-s08s13 |                    |                         | PSZ2 G056.93-55.08 |
| ACT-CL J2244.1-3704 |  -18.95338 | -37.07122 | 0.443 |   4.54 |  6.18 |    False |    True |  SPLUS-s29s61 |                    |                         |                    |
| ACT-CL J2244.8-1659 |  -18.78747 | -16.99169 | 0.269 |  45.42 |  4.29 |    False |   False |  SPLUS-s14s41 |                    |                         |                    |
| ACT-CL J2247.1-0206 |  -18.20553 |  -2.10274 | 0.346 |  67.68 |  3.16 |    False |   False |  SPLUS-s03s14 |                    |                         |                    |
| ACT-CL J2247.2-0302 |  -18.19762 |  -3.03692 | 0.182 |  66.58 |  3.28 |    False |   False |  SPLUS-s03s14 |                    |              ABELL 2482 |                    |
| ACT-CL J2247.3-1513 |  -18.15908 | -15.21964 | 0.297 |  49.02 |  3.93 |    False |   False |  SPLUS-s12s13 |                    |                         |                    |
| ACT-CL J2248.5-1606 |  -17.87120 | -16.10473 | 0.247 |  47.73 |  4.99 |    False |   False |  SPLUS-s13s42 |                    |              ABELL 2485 | PSZ2 G047.71-59.47 |
| ACT-CL J2248.8-4431 |  -17.79481 | -44.52796 | 0.351 | 349.47 | 18.97 |     True |   False |  SPLUS-s34s56 |   RXC J2248.7-4431 |             ABELL S1063 | PSZ2 G349.46-59.95 |
| ACT-CL J2249.1-0526 |  -17.70314 |  -5.43851 | 0.245 |  64.13 |  3.20 |    False |   False |  SPLUS-s05s14 |                    |              ABELL 2489 | PSZ2 G064.11-53.72 |
| ACT-CL J2249.4-0129 |  -17.65000 |  -1.49589 | 0.386 |  68.99 |  3.42 |    False |   False |  SPLUS-s02s14 |                    |                         |                    |
| ACT-CL J2249.9-5146 |  -17.51017 | -51.77998 | 0.109 | 337.39 |  2.88 |    False |    True |  SPLUS-s40s48 |                    |              ABELL 3922 |                    |
| ACT-CL J2250.1-5140 |  -17.46661 | -51.67916 | 0.107 | 337.51 |  2.96 |    False |    True |  SPLUS-s40s48 |                    |              ABELL 3922 |                    |
| ACT-CL J2250.9-1624 |  -17.26640 | -16.40734 | 0.123 |  47.70 |  4.64 |    False |    True |  SPLUS-s13s43 |                    |              ABELL 2496 | PSZ2 G047.73-60.15 |
| ACT-CL J2251.2-0941 |  -17.18333 |  -9.69582 | 0.449 |  58.79 |  3.69 |    False |   False |  SPLUS-s08s14 |                    |                         |                    |
| ACT-CL J2251.8-3324 |  -17.03726 | -33.40670 | 0.230 |  11.90 |  5.00 |    False |    True |  SPLUS-s26s64 |                    |              ABELL 3926 | PSZ2 G011.92-63.53 |
| ACT-CL J2252.9-2133 |  -16.77253 | -21.56091 | 0.157 |  38.10 |  4.13 |    False |    True |  SPLUS-s17s41 |                    |                         |                    |
| ACT-CL J2253.3-3914 |  -16.67079 | -39.25000 | 0.350 | 359.10 |  2.38 |    False |   False |  SPLUS-s30s61 |                    |                         |                    |
| ACT-CL J2253.5-3343 |  -16.61248 | -33.73024 | 0.224 |  11.09 |  5.64 |    False |    True |  SPLUS-s26s65 |                    |              ABELL 3934 | PSZ2 G011.06-63.84 |
| ACT-CL J2254.1-1523 |  -16.47215 | -15.38900 | 0.299 |  50.23 |  3.98 |    False |   False |  SPLUS-s12s14 |                    |                         |                    |
| ACT-CL J2254.3-4620 |  -16.41256 | -46.34565 | 0.270 | 345.35 |  4.91 |    False |   False |  SPLUS-s36s55 |                    |              ABELL 3937 | PSZ2 G345.32-59.97 |
| ACT-CL J2255.3-2012 |  -16.17416 | -20.21365 | 0.282 |  41.25 |  3.30 |    False |   False |  SPLUS-s16s42 |                    |                         |                    |
| ACT-CL J2257.0-3338 |  -15.73518 | -33.63672 | 0.294 |  11.10 |  2.69 |    False |   False |  SPLUS-s26s65 |                    |                         |                    |
| ACT-CL J2258.0-1514 |  -15.48309 | -15.23338 | 0.442 |  51.44 |  4.11 |    False |   False |  SPLUS-s12s15 |                    |                         | PSZ2 G051.40-61.15 |
| ACT-CL J2258.1-3214 |  -15.47002 | -32.24827 | 0.215 |  14.29 |  2.59 |    False |   False |  SPLUS-s25s67 |                    |                         |                    |
| ACT-CL J2258.8-3447 |  -15.29927 | -34.79990 | 0.317 |   8.28 |  5.60 |    False |    True |  SPLUS-s27s65 | PSZ1 G008.31-64.31 |             ABELL S1077 | PSZ2 G008.31-64.74 |
| ACT-CL J2259.5-2506 |  -15.11912 | -25.10913 | 0.428 |  31.18 |  4.92 |    False |   False |  SPLUS-s20s42 |                    |                         |                    |
| ACT-CL J2259.8-5431 |  -15.02500 | -54.52918 | 0.419 | 331.87 |  3.33 |    False |   False |  SPLUS-s42s46 |                    |                         |                    |
| ACT-CL J2259.9-2946 |  -15.02088 | -29.77251 | 0.409 |  20.15 |  3.99 |    False |   False |  SPLUS-s23s40 |                    |                         |                    |
| ACT-CL J2300.0-5617 |  -14.99740 | -56.29165 | 0.153 | 329.59 |  3.46 |    False |   False |  SPLUS-s44s44 |                    |              ABELL 3950 | PSZ2 G329.53-54.73 |
| ACT-CL J2300.5-5100 |  -14.87377 | -51.00640 | 0.408 | 336.71 |  3.70 |    False |   False |  SPLUS-s39s51 |                    |                         |                    |
| ACT-CL J2300.6-5331 |  -14.82565 | -53.52437 | 0.262 | 333.08 |  4.52 |    False |   False |  SPLUS-s41s48 |                    |             ABELL S1079 |                    |
| ACT-CL J2301.7-2504 |  -14.57194 | -25.06739 | 0.408 |  31.49 |  3.83 |    False |   False |  SPLUS-s20s42 |                    |                         |                    |
| ACT-CL J2302.7-3432 |  -14.31666 | -34.54875 | 0.377 |   8.54 |  3.07 |    False |   False |  SPLUS-s27s65 |                    |                         |                    |
| ACT-CL J2303.0-4826 |  -14.23794 | -48.44022 | 0.274 | 340.23 |  3.76 |    False |   False |  SPLUS-s37s54 |                    |             ABELL S1082 |                    |
| ACT-CL J2304.9-1048 |  -13.77222 | -10.81404 | 0.177 |  60.86 |  3.55 |    False |   False |  SPLUS-s09s17 |                    |                         |                    |
| ACT-CL J2306.9-1239 |  -13.27371 | -12.65146 | 0.438 |  58.38 |  4.92 |    False |   False |  SPLUS-s10s17 |                    |                         |                    |
| ACT-CL J2307.2-0647 |  -13.17917 |  -6.80000 | 0.302 |  67.60 |  2.83 |    False |   False |  SPLUS-s06s17 |                    |                         |                    |
| ACT-CL J2307.6+0130 |  -13.08274 |   1.51566 | 0.387 |  77.68 |  6.01 |    False |    True | STRIPE82_0154 |                    |                         |                    |
| ACT-CL J2307.9-0155 |  -13.00410 |  -1.92500 | 0.305 |  74.02 |  3.12 |    False |   False |  SPLUS-s02s17 |                    |                         | PSZ2 G074.08-54.68 |
| ACT-CL J2308.3-0211 |  -12.91310 |  -2.18877 | 0.289 |  73.83 |  8.61 |    False |    True |  SPLUS-s03s17 |                    |              ABELL 2537 | PSZ2 G073.82-54.92 |
| ACT-CL J2308.4-2034 |  -12.88241 | -20.57542 | 0.127 |  42.94 |  4.36 |    False |    True |  SPLUS-s16s44 |                    |                         |                    |
| ACT-CL J2309.2-4744 |  -12.69803 | -47.73918 | 0.278 | 340.15 |  2.83 |    False |   False |  SPLUS-s37s55 |                    |             ABELL S1089 |                    |
| ACT-CL J2309.8-1819 |  -12.54009 | -18.32621 | 0.420 |  48.20 |  5.85 |    False |    True |  SPLUS-s15s45 |                    |                         | PSZ2 G048.21-65.00 |
