|     name |         Cluster Name |     z | d200 (arcmin) | N(<5r200) |                                                                                       Separations (arcmin) |                                                      Fraction of r200 included |                                                                                                   redshifts |                                                                                                                                        Names |
|    88823 |          ABELL S0547 | 0.051 |         19.51 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    59810 |                59810 | 0.052 |         21.92 |         1 |                                                                                                       11.5 |                                                                            5.6 |                                                                                                       0.050 |                                                                                                                                        59809 |
|    96486 |          ABELL S0849 | 0.052 |         22.39 |         1 |                                                                                                      106.0 |                                                                            0.3 |                                                                                                       0.058 |                                                                                                                                        96490 |
|    86397 |                86397 | 0.052 |         21.17 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    78656 |                78656 | 0.052 |          17.1 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
| 93271207 |          ABELL S0599 | 0.053 |         19.13 |         1 |                                                                                                       42.4 |                                                                            3.1 |                                                                                                       0.051 |                                                                                                                                        95198 |
|    63702 |           ABELL 2366 | 0.053 |         16.24 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    61873 |           ABELL 0979 | 0.053 |         17.85 |         1 |                                                                                                       82.5 |                                                                            0.3 |                                                                                                       0.054 |                                                                                                                                        61853 |
|    92012 |           ABELL 3380 | 0.053 |         18.48 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    66274 |                66274 | 0.053 |         17.39 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    84901 |                A3301 | 0.053 |         18.22 |         3 |                                                                                             12.2,14.6,28.8 |                                                                    3.6,3.8,0.5 |                                                                                           0.054,0.054,0.003 |                                                                                                                      84897,93241110,93241214 |
|    95101 |   PSZ2 G265.21-24.83 | 0.053 |          17.4 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    68515 |                A0151 | 0.053 |         23.85 |         3 |                                                                                            13.3,89.9,111.2 |                                                                    5.3,1.8,0.4 |                                                                                           0.054,0.051,0.044 |                                                                                                                            68516,64354,68612 |
|    61853 |           ABELL 0978 | 0.054 |         19.95 |         1 |                                                                                                       82.5 |                                                                            1.0 |                                                                                                       0.053 |                                                                                                                                        61873 |
|    58066 |                58066 | 0.054 |         18.04 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    68516 |                A0151 | 0.054 |         19.94 |         1 |                                                                                                       13.3 |                                                                            3.6 |                                                                                                       0.053 |                                                                                                                                        68515 |
| 93241110 |                A3301 | 0.054 |         19.98 |         3 |                                                                                              2.5,14.6,42.5 |                                                                    4.4,4.7,0.4 |                                                                                           0.054,0.053,0.003 |                                                                                                                         84897,84901,93241214 |
|    84897 |                A3301 | 0.054 |         22.16 |         3 |                                                                                              2.5,12.2,40.0 |                                                                    5.4,5.4,0.6 |                                                                                           0.054,0.053,0.003 |                                                                                                                      93241110,84901,93241214 |
|    61827 |           ABELL 0993 | 0.054 |         16.04 |         1 |                                                                                                       26.2 |                                                                            3.0 |                                                                                                       0.042 |                                                                                                                                        61823 |
|    87943 |          ABELL S0120 | 0.054 |         17.49 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    64217 |                A0085 | 0.055 |         15.29 |         2 |                                                                                                  17.7,38.6 |                                                                        3.9,1.0 |                                                                                                 0.055,0.056 |                                                                                                                                  64216,64209 |
|    68512 |                68512 | 0.055 |         20.44 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    64216 |                A0085 | 0.055 |         15.12 |         2 |                                                                                                  17.7,30.5 |                                                                        3.8,1.1 |                                                                                                 0.055,0.056 |                                                                                                                                  64217,64209 |
|    64300 |           ABELL 0117 | 0.055 |         17.07 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
| 93273325 |                A3667 | 0.055 |         31.43 |         2 |                                                                                                148.1,154.9 |                                                                        0.4,0.1 |                                                                                                 0.052,0.058 |                                                                                                                                  96486,96490 |
|    65983 |                A0780 | 0.055 |         16.19 |         1 |                                                                                                       18.2 |                                                                            1.7 |                                                                                                       0.066 |                                                                                                                                        65975 |
|    64209 |                A0085 | 0.056 |         39.69 |         2 |                                                                                                  30.5,38.6 |                                                                      11.1,10.5 |                                                                                                 0.055,0.055 |                                                                                                                                  64216,64217 |
|    73376 |   PSZ2 G219.89-34.39 | 0.056 |         21.69 |         4 |                                                                                         4.2,13.8,56.6,92.3 |                                                                5.2,4.8,3.2,0.8 |                                                                                     0.035,0.044,0.065,0.069 |                                                                                                                   93211311,73374,73375,73371 |
| 93192510 |                A0754 | 0.056 |         31.46 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    99182 |           ABELL 3782 | 0.056 |         16.32 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    93944 |          ABELL S0968 | 0.056 |         18.65 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    72640 |                A0133 | 0.057 |         30.16 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    64684 |           ABELL 0358 | 0.057 |         17.11 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
| 93170203 |   PSZ2 G113.02-64.68 | 0.057 |         20.64 |         1 |                                                                                                        6.3 |                                                                            5.5 |                                                                                                       0.065 |                                                                                                                                        55182 |
|    87774 |          ABELL S1111 | 0.057 |         18.76 |         1 |                                                                                                       67.6 |                                                                            0.2 |                                                                                                       0.004 |                                                                                                                                     93254708 |
|    84067 |          ABELL S1157 | 0.057 |         17.21 |         1 |                                                                                                       70.6 |                                                                            0.4 |                                                                                                       0.049 |                                                                                                                                        84070 |
|    63763 |                A2415 | 0.058 |         24.75 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    99149 |          ABELL S0927 | 0.058 |         21.04 |         1 |                                                                                                        3.0 |                                                                            5.6 |                                                                                                       0.058 |                                                                                                                                     93283002 |
|    59360 |                59360 | 0.058 |         24.44 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
| 93283002 |          ABELL S0927 | 0.058 |         18.16 |         1 |                                                                                                        3.0 |                                                                            4.2 |                                                                                                       0.058 |                                                                                                                                        99149 |
|    96490 |                A3651 | 0.058 |         18.78 |         1 |                                                                                                       50.3 |                                                                            2.0 |                                                                                                       0.061 |                                                                                                                                        96489 |
|    59400 |                A2457 | 0.058 |         23.94 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    63788 |                A2399 | 0.058 |         20.42 |         1 |                                                                                                       90.2 |                                                                            0.8 |                                                                                                       0.060 |                                                                                                                                        63778 |
| 93184319 |             93184319 | 0.059 |         17.13 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    66739 |                66739 | 0.059 |         17.77 |         1 |                                                                                                       70.9 |                                                                            0.4 |                                                                                                       0.016 |                                                                                                                                     93193506 |
|    66215 |                A0970 | 0.059 |         20.12 |         1 |                                                                                                       11.5 |                                                                            3.6 |                                                                                                       0.060 |                                                                                                                                        66214 |
|    66214 |                A0970 |  0.06 |         24.55 |         1 |                                                                                                       11.5 |                                                                            5.5 |                                                                                                       0.059 |                                                                                                                                        66215 |
|    93735 |          ABELL S0811 |  0.06 |         19.27 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    77107 |          ABELL S0258 |  0.06 |         14.21 |         1 |                                                                                                       12.0 |                                                                            2.9 |                                                                                                       0.061 |                                                                                                                                        77099 |
|    63778 |                63778 |  0.06 |         14.63 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    77311 |                A3223 |  0.06 |         20.76 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    68020 |                68020 |  0.06 |         23.74 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    77099 |          ABELL S0258 | 0.061 |         20.04 |         1 |                                                                                                       12.0 |                                                                            6.2 |                                                                                                       0.060 |                                                                                                                                        77107 |
|    96489 |                A3651 | 0.061 |         21.62 |         1 |                                                                                                       50.3 |                                                                            3.1 |                                                                                                       0.058 |                                                                                                                                        96490 |
| 93220122 |                A2734 | 0.061 |         20.65 |         1 |                                                                                                        1.2 |                                                                            4.3 |                                                                                                       0.061 |                                                                                                                                        76711 |
|    94980 |          ABELL S0552 | 0.061 |         24.88 |         3 |                                                                                          110.2,112.8,118.0 |                                                                    0.6,0.6,0.2 |                                                                                           0.037,0.038,0.023 |                                                                                                                      95010,93271006,93271023 |
|    61754 |                61754 | 0.061 |         14.36 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    76711 |                A2734 | 0.061 |         23.93 |         1 |                                                                                                        1.2 |                                                                            5.7 |                                                                                                       0.061 |                                                                                                                                     93220122 |
|    66902 |           ABELL 1837 | 0.062 |         20.71 |         2 |                                                                                                  20.8,70.2 |                                                                        4.1,1.3 |                                                                                                 0.040,0.037 |                                                                                                                                  66907,66889 |
|    74741 |          ABELL S0651 | 0.062 |         19.19 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    90951 |          ABELL S0974 | 0.062 |         20.13 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    90926 |                A3809 | 0.062 |         21.64 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    57284 |                57284 | 0.063 |         16.83 |         1 |                                                                                                        9.8 |                                                                            4.5 |                                                                                                       0.064 |                                                                                                                                     93172804 |
|    79282 |           ABELL 3605 | 0.063 |         17.39 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    84174 |           ABELL 2799 | 0.063 |          15.5 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    88079 |          ABELL S0239 | 0.064 |         17.45 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    74717 |           ABELL 1163 | 0.064 |         17.56 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
| 93172804 |             93172804 | 0.064 |         16.49 |         1 |                                                                                                        9.8 |                                                                            4.3 |                                                                                                       0.063 |                                                                                                                                        57284 |
|    99823 |          ABELL S0450 | 0.064 |          12.6 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    93841 |                93841 | 0.064 |         16.81 |         2 |                                                                                                  81.5,82.9 |                                                                        0.1,0.0 |                                                                                                 0.045,0.051 |                                                                                                                               93263701,93844 |
|    73375 |                73375 | 0.065 |         16.25 |         4 |                                                                                        39.8,56.6,60.8,67.8 |                                                                2.1,1.1,1.0,0.7 |                                                                                     0.069,0.056,0.035,0.044 |                                                                                                                   73371,73376,93211311,73374 |
|    55182 |   PSZ2 G113.02-64.68 | 0.065 |         17.75 |         1 |                                                                                                        6.3 |                                                                            4.0 |                                                                                                       0.057 |                                                                                                                                     93170203 |
|    66986 |           ABELL 1964 | 0.065 |         17.18 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    66256 |                A1069 | 0.065 |          19.1 |         1 |                                                                                                       67.7 |                                                                            1.3 |                                                                                                       0.029 |                                                                                                                                     93192905 |
|    65975 |                A0780 | 0.066 |         37.21 |         2 |                                                                                                 18.2,112.3 |                                                                       10.4,2.4 |                                                                                                 0.055,0.014 |                                                                                                                               65983,93192606 |
|    60424 |                60424 | 0.067 |         14.39 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    51178 |           ABELL 0403 | 0.067 |         15.69 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    60705 |                60705 | 0.068 |         17.63 |         1 |                                                                                                       14.6 |                                                                            2.1 |                                                                                                       0.013 |                                                                                                                                     93181403 |
|    66126 |                66126 | 0.068 |         13.55 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    82560 |                A3497 | 0.068 |          19.4 |         1 |                                                                                                       65.1 |                                                                            1.1 |                                                                                                       0.029 |                                                                                                                                     93232809 |
|    73318 |                A0500 | 0.068 |         19.15 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    77232 |                A3094 | 0.068 |         16.62 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    60520 |           ABELL 0484 | 0.069 |         22.79 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    73371 |           ABELL 0514 | 0.069 |         20.14 |         3 |                                                                                             39.8,92.3,96.4 |                                                                    3.7,0.4,0.2 |                                                                                           0.065,0.056,0.035 |                                                                                                                         73375,73376,93211311 |
|    93796 |          ABELL S0823 | 0.069 |         16.27 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    82540 |                A3490 | 0.069 |         20.18 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    76356 |          ABELL S0987 | 0.069 |         17.33 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
|    91751 |          ABELL S0442 |  0.07 |         14.85 |         0 |                                                                                                            |                                                                                |                                                                                                             |                                                                                                                                              |
