|               name |      ra |     dec |     z |   MSZ |                                 coords | PSZ2_idx |               PSZ2 | ACT-DR5_idx |             ACT-DR5 | SPT-SZ_idx |            SPT-SZ | CODEX_idx |  CODEX | DECam | MCXC_idx |         MCXC | S-PLUS | CODEX-DECALS_idx | CODEX-DECALS | MeerKAT_idx |           MeerKAT | MKDiffuse_idx |          MKDiffuse | XMM_idx |    XMM | HIFLUGCS_idx | HIFLUGCS | MENeaCS_idx | MENeaCS | LoVoCCS_idx | LoVoCCS | CLASH-VLT_idx |    CLASH-VLT | m500_PSZ2 | m500_PSZ2_corr | m500_ACT | m500_SPT | m500_MCXC | m500_MCXC_corr | m500_CODEX |  m500 |  m200 | c200 | r200 |  d200 | N_first | N_tgss | N_spec | N_spec_z | 5d200 |
| PSZ2 G327.53+25.88 | 219.046 | -31.933 | 0.304 |  5.52 | 219.04629727880922,-31.933158274166647 |      381 | PSZ2 G327.53+25.88 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.52 |           7.44 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.44 | 10.62 | 4.23 | 1.93 |  6.95 |       0 |      8 |     73 |        5 |  0.58 |
| PSZ2 G331.10+40.81 | 214.830 | -17.204 | 0.299 |  5.99 | 214.82952360861393,-17.204470915803775 |      388 | PSZ2 G331.10+40.81 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |             1232 |       123534 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.99 |           8.08 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       4.63 |  8.08 | 11.53 | 4.26 | 1.99 |  7.23 |       0 |     26 |     63 |        3 |  0.60 |
|          Abell3827 | 330.469 | -59.940 | 0.098 |  5.77 |  330.46906856628556,-59.93991196912621 |      391 | PSZ2 G332.23-46.37 |         909 | ACT-CL J2201.8-5956 |        157 | SPT-CL J2201-5956 |       -99 |        |  DR10 |      474 | J2201.9-5956 |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |           4 |   A3827 |           -99 |              |      5.77 |           7.78 |     8.67 |     9.62 |      4.59 |           6.95 |      -1.00 |  8.67 | 12.46 | 4.10 | 2.20 | 19.57 |       0 |      0 |   1557 |      948 |  1.63 |
| PSZ2 G332.36+62.19 | 206.124 |   2.389 | 0.376 |  5.95 |   206.12362360319244,2.389021439669554 |      392 | PSZ2 G332.36+62.19 |         748 | ACT-CL J1344.5+0222 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.95 |           8.02 |     4.62 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  4.62 |  6.63 | 4.13 | 1.61 |  5.02 |      61 |     16 |    674 |       37 |  0.42 |
| PSZ2 G333.89-43.60 | 324.457 | -60.120 | 0.318 |  6.66 |  324.4571093234671,-60.120072924748456 |      394 | PSZ2 G333.89-43.60 |         -99 |                     |        154 | SPT-CL J2138-6008 |       -99 |        |  DR10 |      -99 |              |    YES |             1841 |       147601 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.66 |           8.98 |    -1.00 |     7.27 |     -1.00 |          -1.00 |       6.38 |  7.27 | 10.38 | 4.23 | 1.91 |  6.65 |       0 |      0 |    275 |       49 |  0.55 |
| PSZ2 G337.14-25.98 | 288.619 | -59.472 | 0.260 |  6.58 | 288.61938389291197,-59.472208724454866 |      399 | PSZ2 G337.14-25.98 |         811 | ACT-CL J1914.6-5928 |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1832 |       147503 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.58 |           8.88 |     7.83 |    -1.00 |     -1.00 |          -1.00 |      11.74 |  7.83 | 11.21 | 4.21 | 2.00 |  8.04 |       0 |      0 |    144 |        7 |  0.67 |
|          Abell1835 | 210.253 |   2.871 | 0.253 |  9.75 |   210.2529245581169,2.8707609068846125 |      400 | PSZ2 G340.36+60.58 |         761 | ACT-CL J1401.0+0252 |        -99 |                   |      1285 |  53349 |  DR10 |      345 | J1401.0+0252 |    YES |              761 |       107933 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |          83 |   A1835 |         -99 |         |           -99 |              |      9.75 |          13.15 |    15.23 |    -1.00 |     10.50 |          15.89 |      20.78 | 15.23 | 21.40 | 4.59 | 2.49 | 10.20 |     160 |     35 |   2624 |      370 |  0.85 |
|         AbellS0780 | 224.894 | -18.173 | 0.236 |  7.80 |   224.8938792262841,-18.17281254719962 |      402 | PSZ2 G340.94+35.07 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      363 | J1459.4-1811 |    YES |             1243 |       123653 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.80 |          10.52 |    -1.00 |    -1.00 |      8.62 |          13.04 |      13.27 | 10.52 | 14.96 | 4.31 | 2.23 |  9.60 |       0 |     28 |     70 |       17 |  0.80 |
| PSZ2 G341.16+34.81 | 225.212 | -18.275 | 0.390 |  7.42 | 225.21151278084008,-18.275283527348087 |      403 | PSZ2 G341.16+34.81 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.42 |          10.01 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 | 10.01 | 14.16 | 4.50 | 2.06 |  6.29 |       0 |     18 |     33 |        1 |  0.52 |
| PSZ2 G341.19-36.12 | 308.066 | -56.435 | 0.284 |  5.74 |   308.0655898086365,-56.43517263100976 |      404 | PSZ2 G341.19-36.12 |         834 | ACT-CL J2032.3-5627 |        142 | SPT-CL J2032-5627 |       -99 |        |  DR10 |      426 | J2032.1-5627 |     NO |             1813 |       145437 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.74 |           7.75 |     4.18 |     5.48 |      2.57 |           3.89 |       9.86 |  4.18 |  6.02 | 4.07 | 1.61 |  6.07 |       0 |      0 |    235 |       47 |  0.51 |
| PSZ2 G341.44-40.19 | 315.256 | -55.717 | 0.250 |  4.77 |   315.2556042294024,-55.71662460804764 |      405 | PSZ2 G341.44-40.19 |         858 | ACT-CL J2101.2-5541 |        145 | SPT-CL J2101-5542 |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.77 |           6.43 |     4.18 |     3.31 |     -1.00 |          -1.00 |      -1.00 |  4.18 |  6.02 | 4.06 | 1.63 |  6.74 |       0 |      0 |    123 |        7 |  0.56 |
| PSZ2 G341.69+50.67 | 216.335 |  -4.995 | 0.330 |  5.46 |  216.33488281656915,-4.994897596842613 |      406 | PSZ2 G341.69+50.67 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |    YES |              -99 |              |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.46 |           7.37 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |      -1.00 |  7.37 | 10.52 | 4.25 | 1.91 |  6.49 |      80 |     17 |    126 |        1 |  0.54 |
| PSZ2 G342.33-34.93 | 305.853 | -55.575 | 0.232 |  6.68 | 305.85325782308763,-55.575107951002636 |      407 | PSZ2 G342.33-34.93 |         824 | ACT-CL J2023.3-5535 |        137 | SPT-CL J2023-5535 |       -99 |        |  DR10 |      423 | J2023.4-5535 |     NO |             1812 |       145429 |         111 | MCXC J2023.4-5535 |            97 | J2023.4-5535       |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.68 |           9.01 |     9.50 |     7.86 |      4.40 |           6.65 |       8.18 |  9.50 | 13.56 | 4.25 | 2.16 |  9.41 |       0 |      0 |    217 |       25 |  0.78 |
| PSZ2 G345.32-59.97 | 343.594 | -46.358 | 0.270 |  5.09 |   343.5940745813823,-46.35832579861044 |      410 | PSZ2 G345.32-59.97 |         985 | ACT-CL J2254.3-4620 |        169 | SPT-CL J2254-4620 |       -99 |        |  DR10 |      -99 |              |    YES |             1711 |       140776 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.09 |           6.87 |     4.91 |     5.68 |     -1.00 |          -1.00 |       4.59 |  4.91 |  7.08 | 4.09 | 1.71 |  6.68 |       0 |     20 |    134 |        2 |  0.56 |
|   RXC J1514.9-1523 | 228.752 | -15.357 | 0.223 |  8.86 | 228.75241723993935,-15.356604220627561 |      413 | PSZ2 G346.61+35.06 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      369 | J1514.9-1523 |     NO |             1220 |       123638 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      8.86 |          11.95 |    -1.00 |    -1.00 |      5.42 |           8.21 |      10.38 | 11.95 | 16.96 | 4.36 | 2.33 | 10.50 |       0 |     40 |    111 |       25 |  0.87 |
| PSZ2 G347.17-27.36 | 293.723 | -50.878 | 0.237 |  7.19 |  293.72296922900335,-50.87799760631703 |      415 | PSZ2 G347.17-27.36 |         813 | ACT-CL J1934.9-5050 |        -99 |                   |       -99 |        |  DR10 |      408 | J1934.7-5053 |     NO |             1754 |       143091 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.19 |           9.69 |     5.33 |    -1.00 |      4.97 |           7.52 |       8.40 |  5.33 |  7.68 | 4.09 | 1.78 |  7.65 |       0 |     18 |     61 |       13 |  0.64 |
| PSZ2 G348.43-25.50 | 291.241 | -49.408 | 0.250 |  5.81 |  291.2405060678869,-49.408458349465256 |      418 | PSZ2 G348.43-25.50 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      -99 |              |     NO |             1741 |       143046 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.81 |           7.84 |    -1.00 |    -1.00 |     -1.00 |          -1.00 |       8.63 |  7.84 | 11.23 | 4.20 | 2.01 |  8.30 |       0 |     22 |     54 |        4 |  0.69 |
| PSZ2 G348.90-67.37 | 351.284 | -41.212 | 0.358 |  7.19 |  351.28438048092477,-41.21183025740898 |      419 | PSZ2 G348.90-67.37 |        1043 | ACT-CL J2325.2-4111 |        176 | SPT-CL J2325-4111 |       -99 |        |  DR10 |      -99 |              |    YES |             1624 |       138055 |          29 | PSZ2 G348.90-67.3 |            32 | Abell S1121        |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      7.19 |           9.70 |     7.62 |     7.55 |     -1.00 |          -1.00 |      10.21 |  7.62 | 10.84 | 4.29 | 1.91 |  6.15 |       0 |     13 |    145 |       45 |  0.51 |
|   RXC J2248.7-4431 | 342.215 | -44.526 | 0.347 | 11.36 |   342.2153234744021,-44.52599216253962 |      420 | PSZ2 G349.46-59.95 |         973 | ACT-CL J2248.8-4431 |        166 | SPT-CL J2248-4431 |       -99 |        |  DR10 |      515 | J2248.7-4431 |    YES |             1688 |       140758 |          28 | MCXC J2248.7-4431 |            31 | Abell S1063        |     -99 |        |          -99 |          |         -99 |         |         -99 |         |             4 | RXJ2248-4431 |     11.36 |          15.32 |    18.97 |    17.27 |     11.83 |          17.91 |      19.63 | 18.97 | 26.25 | 5.02 | 2.57 |  8.45 |       0 |     34 |    368 |      107 |  0.70 |
| PSZ2 G350.12+45.29 | 224.113 |  -5.818 | 0.220 |  5.31 | 224.11255723774107,-5.8176446903556585 |      421 | PSZ2 G350.12+45.29 |         -99 |                     |        -99 |                   |       -99 |        |  DR10 |      361 | J1456.3-0549 |    YES |              985 |       116231 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.31 |           7.17 |    -1.00 |    -1.00 |      3.96 |           6.00 |       7.24 |  7.17 | 10.30 | 4.15 | 1.98 |  8.98 |     155 |     16 |    106 |       10 |  0.75 |
|   RXC J1504.1-0248 | 226.023 |  -2.798 | 0.215 |  6.67 |  226.02266891191374,-2.798439281219453 |      423 | PSZ2 G355.07+46.20 |         782 | ACT-CL J1504.1-0248 |        -99 |                   |      1296 | 246143 |  DR10 |      365 | J1504.1-0248 |     NO |              901 |       112271 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      6.67 |           8.99 |    11.27 |    -1.00 |     12.47 |          18.88 |      21.41 | 11.27 | 16.04 | 4.32 | 2.29 | 10.60 |     226 |     35 |   1605 |      110 |  0.88 |
| PSZ2 G358.98-67.26 | 348.927 | -37.779 | 0.179 |  5.22 |    348.9265573744998,-37.7791037614197 |      429 | PSZ2 G358.98-67.26 |        1017 | ACT-CL J2315.7-3747 |        -99 |                   |       -99 |        |  DR10 |      529 | J2315.7-3746 |    YES |             1581 |       138027 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      5.22 |           7.05 |     4.95 |    -1.00 |      4.56 |           6.90 |       9.11 |  4.95 |  7.14 | 4.05 | 1.78 |  9.50 |       0 |     36 |    192 |       83 |  0.79 |
| PSZ2 G359.07-32.12 | 303.019 | -41.487 | 0.150 |  4.72 |   303.0188998191239,-41.48688237282369 |      430 | PSZ2 G359.07-32.12 |         818 | ACT-CL J2011.9-4129 |        131 | SPT-CL J2012-4130 |       -99 |        |  DR10 |      419 | J2012.0-4129 |     NO |             1639 |       137654 |         -99 |                   |           -99 |                    |     -99 |        |          -99 |          |         -99 |         |         -99 |         |           -99 |              |      4.72 |           6.37 |     3.59 |     4.23 |      3.03 |           4.59 |       5.80 |  3.59 |  5.18 | 4.04 | 1.61 |  9.97 |       0 |     37 |    180 |       91 |  0.83 |
